page_id,government,gov_id,title,outcome,video_url,channel_on_page,channel_from_gov_other_pages,archive_url
6218,"Rolling Meadows, IL",us:place:1765338,Welcome to Rolling Meadows 2019,Captions disabled / video unavailable,https://www.youtube.com/watch?v=UIDA9hGX7dY,@cityofrollingmeadows184,@cityofrollingmeadows184,https://redtaperecordings.com/m/rolling-meadows-il-2019-03-25-welcome-to-rolling-meadows-2019
6223,"Clemmons, NC",us:place:3712960,"Village of Clemmons Council meeting August 24, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=Qj4jqjhOc6M,@VillageofClemmons,@VillageofClemmons,https://redtaperecordings.com/m/clemmons-nc-2026-08-24-village-of-clemmons-council-meeting-august-24-2026
6280,"Smyrna, DE",us:place:1067310,Election Board meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=r2unsKSHk2E,@townofsmyrnadelaware9431,@townofsmyrnadelaware9431,https://redtaperecordings.com/m/smyrna-de-2026-04-14-election-board-meeting
6301,"Eureka, MO",us:place:2922834,Eureka Missouri Live Stream - BOA MEETING 8.4.2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=srF1u7YfI5M,@EurekaMissouri,@EurekaMissouri,https://redtaperecordings.com/m/2026-08-04-eureka-missouri-live-stream-boa-meeting-8-4-2026
6821,"St. Augustine Beach, FL",us:place:1262525,"Regular Commission Meeting August 3rd, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=3OOngsiBb0A,@cityofst.augustinebeach6245,@cityofst.augustinebeach6245,https://redtaperecordings.com/m/st-augustine-beach-fl-2026-08-03-regular-commission-meeting-august-3rd-2026
6830,"New Haven, IN",us:place:1852992,"Drone footage over New Haven, Indiana",Captions disabled / video unavailable,https://www.youtube.com/watch?v=qJGxbjPrUII,@craignhp,@craignhp,https://redtaperecordings.com/m/new-haven-in-2020-09-14-drone-footage-over-new-haven-indiana
6848,"Clinton, NC",us:place:3713240,"Clinton City Council Meeting-August 4, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=Ufr_3pqkySI,@Clintonnc1,@Clintonnc1,https://redtaperecordings.com/m/clinton-nc-2026-08-04-clinton-city-council-meeting-august-4-2026
6906,"Sebring, FL",us:place:1264875,Agenda Center,Captions disabled / video unavailable,https://www.youtube.com/watch?v=_RZBcYEbQr4,,,https://redtaperecordings.com/m/2026-05-19-agenda-center
7086,"Malibu, CA",us:place:0645246,City Council Regular Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=JGHPsOlz7wI,,@CityofMalibu,https://redtaperecordings.com/m/malibu-ca-2026-06-22-city-council-regular-meeting
8712,,rtr:unknown:publicinput.com,City Council Meeting 8/27/26,Captions disabled / video unavailable,https://www.youtube.com/watch?v=PvV--2X7Qco,@publicinput7544,@publicinput7544,https://redtaperecordings.com/m/2026-08-27-city-council-meeting-8-27-26
8742,,rtr:unknown:stoneharbornj.org,Stone Harbor NJ Council 09 01 2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=zSh2DIrld8E,@clientdownloads5212,@clientdownloads5212,https://redtaperecordings.com/m/2026-09-02-stone-harbor-nj-council-09-01-2026
8848,Unidentified government (youtu.be),rtr:unknown:youtu.be,"March 12, 2026 - Planning Commission Meeting",Captions disabled / video unavailable,https://www.youtube.com/watch?v=HSeZ-fmWnmM,@hoopercity4023,@GrandCountyUtahGovernment,https://redtaperecordings.com/m/hooper-2026-03-16-march-12-2026-planning-commission-meeting
8901,Unidentified government (www.youtube.com),rtr:unknown:www.youtube.com,"Tooele City Council Business Meeting May 6, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=jrkIIUfzUy8,@tooelecity,@tooelecity,https://redtaperecordings.com/m/tooele-ut-2026-05-07-tooele-city-council-business-meeting-may-6-2026
8912,"Woodland Hills, UT",us:place:4985050,Public Hearing Work Session City Council Meeting March 10 2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=4D1rlcI5EHU,@cityofwoodlandhillsutah4641,@cityofwoodlandhillsutah4641,https://redtaperecordings.com/m/woodland-hills-ut-2026-03-11-public-hearing-work-session-city-council-meeting-ma
8916,Unidentified government (www.youtube.com),rtr:unknown:www.youtube.com,"BESD- Board Meeting - Mar 30, 2026 - Closed session",Captions disabled / video unavailable,https://www.youtube.com/watch?v=PiunVGKidIk,@besdyoutube181,@tooelecity,https://redtaperecordings.com/m/2026-03-31-besd-board-meeting-mar-30-2026-closed-session
8917,Unidentified government (www.youtube.com),rtr:unknown:www.youtube.com,"BESD- Board Meeting - Apr 6, 2026 - Closed session",Captions disabled / video unavailable,https://www.youtube.com/watch?v=u-Td937EG8I,@besdyoutube181,@tooelecity,https://redtaperecordings.com/m/2026-04-06-besd-board-meeting-apr-6-2026-closed-session
9103,"Hope Mills, NC",us:place:3732640,"Hope Mills Board of Commissioners Special Meeting- September 4, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=9QFv5VzO0fg,@TownofHopeMillsNC,@TownofHopeMillsNC,https://redtaperecordings.com/m/hope-mills-nc-2026-09-08-hope-mills-board-of-commissioners-special-meeting-septe
9109,,rtr:unknown:eureka.mo.us,Eureka Missouri Live Stream - BOA MEETING 8.18.2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=kImbFINq0T4,@EurekaMissouri,@EurekaMissouri,https://redtaperecordings.com/m/2026-08-18-eureka-missouri-live-stream-boa-meeting-8-18-2026
9171,,rtr:unknown:www.cityofhitchcock.org,Special City Council Meeting 7-27-2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=IxKhIHcloIk,@CityofHitchcockTexas,@CityofHitchcockTexas,https://redtaperecordings.com/m/2026-07-27-special-city-council-meeting-7-27-2026
9181,"Val-d'Or, QC",ca:csd:2489008,,Blank/no transcript,https://www.youtube.com/watch?v=jGm6a7I14-c,,,https://redtaperecordings.com/m/val-d-or-qc
9378,"Golden Beach, FL",us:place:1226250,"July 23, 2026 Wellness Center Advisory Committee Meeting",Captions disabled / video unavailable,https://www.youtube.com/watch?v=1s9vw8DXQzk,@townofgoldenbeach9008,@townofgoldenbeach9008,https://redtaperecordings.com/m/golden-beach-fl-2026-07-28-july-23-2026-wellness-center-advisory-committee-meeti
9401,,rtr:unknown:www.townofsomerset.org,"Somerset Planning Board - May 26, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=VX4x4JqZKMg,@somersetaccesstv,@somersetaccesstv,https://redtaperecordings.com/m/2026-05-26-somerset-planning-board-may-26-2026
9419,"Lenox Township, MI",us:cousub:2609946900,LENOX TOWNSHIP PLANNING COMMISSION MEETING (03-23-2026),Captions disabled / video unavailable,https://www.youtube.com/watch?v=RQ3pxTLZdZo,@NEMCTV6,@NEMCTV6,https://redtaperecordings.com/m/2026-03-26-lenox-township-planning-commission-meeting-03-23-2026
9438,"Pittsfield, NH",us:cousub:3301361940,"Pittsfield Board of Selectmen Meeting - August 25, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=sWUkyx7R7XA,@Pittsfield_NH,@Pittsfield_NH,https://redtaperecordings.com/m/2026-08-25-pittsfield-board-of-selectmen-meeting-august-25-2026
9447,"Clinton (charter township), MI",us:cousub:2609916520,"Clinton Township Planning Commission Meeting - January 14, 2021",Captions disabled / video unavailable,https://www.youtube.com/watch?v=I0PSbsgUEMg,@cttv,@cttv,https://redtaperecordings.com/m/clinton-township-2021-01-15-clinton-township-planning-commission-meeting-january
9454,,rtr:unknown:vilsv.ca,"Council Meeting January 17, 2023",Captions disabled / video unavailable,https://www.youtube.com/watch?v=em6xC15jPms,@southern_victoria,@southern_victoria,https://redtaperecordings.com/m/2023-01-18-council-meeting-january-17-2023
9478,,rtr:unknown:lapeercountymi.gov,Lapeer Co Board COW 10/12/2023,Captions disabled / video unavailable,https://www.youtube.com/watch?v=Gb4SlsL3HuI,@countyoflapeermichigan8302,@countyoflapeermichigan8302,https://redtaperecordings.com/m/2023-10-20-lapeer-co-board-cow-10-12-2023
9488,Union County,,HAIRitage 2026 CROWN Act Workshop: Advice from Our Commissioner Board,Captions disabled / video unavailable,https://www.youtube.com/watch?v=qFuwr-662-U,@unioncountynj,,https://redtaperecordings.com/m/union-county-2026-06-16-hairitage-2026-crown-act-workshop-advice-from-our-commis
9489,,rtr:unknown:www.currycountyor.gov,General Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=EUl6I0yUj78,@CurryCivicTV,@CurryCivicTV,https://redtaperecordings.com/m/2020-04-29-general-meeting
9490,,rtr:unknown:hallcountyne.gov,"September 8, 2026 Meeting",Captions disabled / video unavailable,https://www.youtube.com/watch?v=zgtFKwC2fek,@hallcountyne,@hallcountyne,https://redtaperecordings.com/m/2026-09-08-september-8-2026-meeting
9501,Unidentified government (franklincountyva.gov),rtr:unknown:franklincountyva.gov,Franklin County Board of Supervisors Meeting 9/9/2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=LcqnaTUQ4FY,@franklincountyvaboardofsup5010,@franklincountyvaboardofsup5010,https://redtaperecordings.com/m/2026-09-09-franklin-county-board-of-supervisors-meeting-9-9-2026
9502,"Alger County, MI",us:county:26003,"Aug 17, 2026 Alger County Board of Commissioners",Captions disabled / video unavailable,https://www.youtube.com/watch?v=C5Rztq-zC34,@AlgerCounty,@AlgerCounty,https://redtaperecordings.com/m/alger-county-mi-2026-08-19-aug-17-2026-alger-county-board-of-commissioners
9529,"Dacono, CO",us:place:0819080,"Dacono City Council Mtg.- February 23, 2023",Captions disabled / video unavailable,https://www.youtube.com/watch?v=N2Tt8Tle1sE,@cityofdacono1908,@cityofdacono1908,https://redtaperecordings.com/m/dacono-co-2023-02-24-dacono-city-council-mtg-february-23-2023
9530,"Martinsville, IN",us:place:1847448,The City of Martinsville Indiana Common Council Meeting 12/18/23,Captions disabled / video unavailable,https://www.youtube.com/watch?v=LJc2STduGZE,@MartinsvilleIN,@MartinsvilleIN,https://redtaperecordings.com/m/martinsville-in-2023-12-19-the-city-of-martinsville-indiana-common-council-meeti
9539,"Lancaster, SC",us:place:4539895,4/22/25 City of Lancaster Regular Council Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=QVaJ4dxTLFE,@cityoflancaster1701,@cityoflancaster1701,https://redtaperecordings.com/m/lancaster-sc-2025-04-23-4-22-25-city-of-lancaster-regular-council-meeting
9543,"Stevens County, MN",us:county:27149,Stevens County Board of Commissioners Regular Meeting 09/01/2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=fCrNiL-BMH8,@StevensCountyBoard,@StevensCountyBoard,https://redtaperecordings.com/m/stevens-county-mn-2026-09-02-stevens-county-board-of-commissioners-regular-meeti
9555,"Oak Brook, IL",us:place:1754534,2026-08-11 Village Board of Trustees Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=FpEQDdaoNKE,@OAKBROOKTV,@OAKBROOKTV,https://redtaperecordings.com/m/oak-brook-il-2026-08-12-2026-08-11-village-board-of-trustees-meeting
9556,"Magog, QC",ca:csd:2445072,,Blank/no transcript,https://www.youtube.com/watch?v=ADl2lGtXofs,,,https://redtaperecordings.com/m/magog-qc
9560,"Cottonwood Heights, UT",us:place:4916270,2026-03-24 2nd Mayor & Council Retreat,Captions disabled / video unavailable,https://www.youtube.com/watch?v=xxIkBEGAEI8,@CottonwoodHeights,@CottonwoodHeights,https://redtaperecordings.com/m/cottonwood-heights-ut-2026-04-23-2026-03-24-2nd-mayor-council-retreat
9565,"Hamilton County, TN",us:county:47065,"February 7, 2024 - Hamilton County Commission Regular Meeting",Captions disabled / video unavailable,https://www.youtube.com/watch?v=6x4mvHQWAJ4,@HamiltonCountyTN,@HamiltonCountyTN,https://redtaperecordings.com/m/hamilton-county-tn-2024-02-08-february-7-2024-hamilton-county-commission-regular
9574,"St. Louis County, MN",us:county:27137,"St Louis County Board Meeting September 1,  2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=JNh6OzHFTnU,@StLouisCountyMN,@StLouisCountyMN,https://redtaperecordings.com/m/st-louis-county-mn-2026-09-04-st-louis-county-board-meeting-september-1-2026
9605,"Miller County, AR",us:county:05091,Quorum Court Meeting 8/10/2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=hVShsVktHZs,@MillerCountyAR,@MillerCountyAR,https://redtaperecordings.com/m/miller-county-ar-2026-08-11-quorum-court-meeting-8-10-2026
9606,"Chowan County, NC",us:county:37041,May 21 BOC Special Budget Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=7RW7VRUDn3I,@chowancounty6412,@chowancounty6412,https://redtaperecordings.com/m/chowan-county-nc-2020-05-21-may-21-boc-special-budget-meeting
9607,"Greensville County, VA",us:county:51081,County of Greensville Planning Commission Meeting 08 08 23,Captions disabled / video unavailable,https://www.youtube.com/watch?v=g0ZCC-GROnk,@countyofgreensville1146,@countyofgreensville1146,https://redtaperecordings.com/m/greensville-county-va-2023-08-10-county-of-greensville-planning-commission-meeti
9610,"Wallowa County, OR",us:county:41063,2022-2023 Wallowa County Weed Board Agency and Partner Updates,Captions disabled / video unavailable,https://www.youtube.com/watch?v=jxOpy7Gp1Nc,@WallowaCountyGov,@WallowaCountyGov,https://redtaperecordings.com/m/wallowa-county-or-2023-03-28-2022-2023-wallowa-county-weed-board-agency-and-part
9633,"Cottonwood, AZ",us:place:0416410,2026-2-3 City of Cottonwood Regular Meeting of The City Council,Captions disabled / video unavailable,https://www.youtube.com/watch?v=EFpLo9iKLhQ,@VerdeValleyTV,@VerdeValleyTV,https://redtaperecordings.com/m/cottonwood-az-2026-02-04-2026-2-3-city-of-cottonwood-regular-meeting-of-the-city
9717,"East Chicago, IN",us:place:1819486,East Chicago Common Council Meeting 2 11 26,Captions disabled / video unavailable,https://www.youtube.com/watch?v=R4A6bfK6QB4,@ectvnews,@ectvnews,https://redtaperecordings.com/m/east-chicago-in-2026-02-12-east-chicago-common-council-meeting-2-11-26
9746,"Flint, MI",us:place:2629000,090825-TEST--Chat Enabled-Flint City Council -With Engagement,Captions disabled / video unavailable,https://www.youtube.com/watch?v=X0-P4eJvMTw,@SpectacleTv,@SpectacleTv,https://redtaperecordings.com/m/flint-mi-2025-09-08-090825-test-chat-enabled-flint-city-council-with-engagement
9757,"Madison Heights, MI",us:place:2650560,"TEST: Regular City Council Meeting - November 10, 2025",Captions disabled / video unavailable,https://www.youtube.com/watch?v=ieeL6yr6f_A,@madisonheightstv,@madisonheightstv,https://redtaperecordings.com/m/madison-heights-mi-2025-11-10-test-regular-city-council-meeting-november-10-2025
9775,"Gaylord, MN",us:place:2723300,2021.02.17 Gaylord City Council Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=X5PDzii881A,@aggwpublicaccesstv6347,@aggwpublicaccesstv6347,https://redtaperecordings.com/m/gaylord-mn-2021-02-23-2021-02-17-gaylord-city-council-meeting
9776,"Fridley, MN",us:place:2722814,,Blank/no transcript,https://www.youtube.com/watch?v=9hB-df4mYsg,,,https://redtaperecordings.com/m/fridley-mn
9808,"Kimberling City, MO",us:place:2938612,"Kimberling City, Missouri - Board of Aldermen Meeting - April 5th, 2017",Captions disabled / video unavailable,https://www.youtube.com/watch?v=XG7ZOuKoCkk,@kimberlingcity1716,@kimberlingcity1716,https://redtaperecordings.com/m/kimberling-city-mo-2017-04-07-kimberling-city-missouri-board-of-aldermen-meeting
9841,"Eastlake, OH",us:place:3923618,"June 28, 2016 Council Meeting in Eastlake, Ohio",Captions disabled / video unavailable,https://www.youtube.com/watch?v=KXERDl_9ST8,@eastlakecat9527,@eastlakecat9527,https://redtaperecordings.com/m/eastlake-oh-2016-06-28-june-28-2016-council-meeting-in-eastlake-ohio
9849,"Reminderville, OH",us:place:3966152,,Blank/no transcript,https://www.youtube.com/watch?v=6SRncpDS2bM,,,https://redtaperecordings.com/m/reminderville-oh
9850,"Richmond (village), OH",us:place:3966824,"City of Richmond Heights, Ohio - Council Meeting: February 10, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=B_gH6WN1kgg,@cityofrichmondheightsohio6020,@cityofrichmondheightsohio6020,https://redtaperecordings.com/m/richmond-village-oh-2026-02-10-city-of-richmond-heights-ohio-council-meeting-feb
9937,"Bellevue, PA",us:place:4205312,25 February 2014 Bellevue Council Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=A8Y4z6fXYH8,@LibertyInBellevue,@LibertyInBellevue,https://redtaperecordings.com/m/bellevue-pa-2014-03-24-25-february-2014-bellevue-council-meeting
9947,"Lancaster (city), PA",us:place:4241216,"City Council Meeting - January 29, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=Kr5f5_Rt90Q,@CityofLancasterPAGov,@CityofLancasterPAGov,https://redtaperecordings.com/m/lancaster-city-pa-2026-01-29-city-council-meeting-january-29-2026
9949,"Oxford (borough), PA",us:place:4257480,Oxford PA Borough Council Meeting - 7/11/2016,Captions disabled / video unavailable,https://www.youtube.com/watch?v=tVBbWJC2cSU,@oxfordborovideo8122,@oxfordborovideo8122,https://redtaperecordings.com/m/oxford-borough-pa-2016-07-11-oxford-pa-borough-council-meeting-7-11-2016
9953,"North Smithfield, RI",us:cousub:4400752480,NORTH SMITHFIELD TOWN COUNCIL MEETING 1/22/26 (AUDIO ONLY) PT 4,Captions disabled / video unavailable,https://www.youtube.com/watch?v=_HnAM7xNcq0,@northsmithfieldtownmeeting285,@northsmithfieldtownmeeting285,https://redtaperecordings.com/m/north-smithfield-ri-2026-01-24-north-smithfield-town-council-meeting-1-22-26-aud
9960,"North Augusta, SC",us:place:4550695,,Blank/no transcript,https://www.youtube.com/watch?v=22GFhEzlsKg,,,https://redtaperecordings.com/m/north-augusta-sc
9975,"Ballinger, TX",us:place:4805456,City Council Meeting 11/15/21,Captions disabled / video unavailable,https://www.youtube.com/watch?v=a2skwKhH5CI,@cityofballinger,@cityofballinger,https://redtaperecordings.com/m/ballinger-tx-2021-11-16-city-council-meeting-11-15-21
9977,"Crockett, TX",us:place:4817744,"Crockett City Council July 24, 2017",Captions disabled / video unavailable,https://www.youtube.com/watch?v=QNnP4P5HPSY,@crocketttexasutube,@crocketttexasutube,https://redtaperecordings.com/m/crockett-tx-2017-07-24-crockett-city-council-july-24-2017
9994,"Socorro, TX",us:place:4868636,"City of Socorro: City Council Meeting,  February 19, 2026 @ 6:00 PM",Captions disabled / video unavailable,https://www.youtube.com/watch?v=cxFmNo18VlY,@costx-us,@costx-us,https://redtaperecordings.com/m/socorro-tx-2026-02-19-city-of-socorro-city-council-meeting-february-19-2026-6-00
10028,"Snohomish, WA",us:place:5365170,"Snohomish City Council Meeting March 21st, 2017",Captions disabled / video unavailable,https://www.youtube.com/watch?v=cSvO5NiDnio,@snohomishpublicaccesschann7323,@snohomishpublicaccesschann7323,https://redtaperecordings.com/m/snohomish-wa-2017-03-21-snohomish-city-council-meeting-march-21st-2017
10062,"Salinas, CA",us:place:0664224,"09.01.26 Finance Committee Meeting of September 1, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=vxKXZPDfdHQ,@thesalinaschannel,@thesalinaschannel,https://redtaperecordings.com/m/salinas-ca-2026-09-01-09-01-26-finance-committee-meeting-of-september-1-2026
10063,"Dacono, CO",us:place:0819080,"Dacono City Council Mtg. April 27, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=9fLEycRO5mg,@cityofdacono1908,@cityofdacono1908,https://redtaperecordings.com/m/dacono-co-2026-04-27-dacono-city-council-mtg-april-27-2026
10066,"Putney, VT",us:cousub:5002557700,Putney Selectboard Mtg 7/22/26,Captions disabled / video unavailable,https://www.youtube.com/watch?v=BuEvo93FHI8,@BrattleboroCommunityTV,@BrattleboroCommunityTV,https://redtaperecordings.com/m/putney-vt-2026-07-24-putney-selectboard-mtg-7-22-26
10068,"Roseville, MI",us:place:2669800,"Roseville Council Meeting July 14, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=T8IhUhljAlc,@CityofRosevilleMI,@CityofRosevilleMI,https://redtaperecordings.com/m/roseville-mi-2026-07-14-roseville-council-meeting-july-14-2026
10069,"Stevens County, MN",us:county:27149,Stevens County Board of Commissioners Regular Meeting 08/18/2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=33ubRBb5q0g,@StevensCountyBoard,@StevensCountyBoard,https://redtaperecordings.com/m/stevens-county-mn-2026-08-18-stevens-county-board-of-commissioners-regular-meeti
10071,"Pike County, AL",us:county:01109,"Pike County Commission Meeting | March 26, 2024",Captions disabled / video unavailable,https://www.youtube.com/watch?v=tGIY22V-HNI,@CSpireChannel2,@CSpireChannel2,https://redtaperecordings.com/m/pike-county-al-2024-03-26-pike-county-commission-meeting-march-26-2024
10072,"Somerset, MA",us:cousub:2500562430,"Somerset Planning Board - May 6, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=9FigxVpUzT0,@somersetaccesstv,@somersetaccesstv,https://redtaperecordings.com/m/somerset-ma-2026-05-06-somerset-planning-board-may-6-2026
10073,"Edwardsville (city), IL",us:place:1722697,City Council,Captions disabled / video unavailable,https://www.youtube.com/watch?v=1V2nJ2HRvvw,@cityofedwardsville2010,@cityofedwardsville2010,https://redtaperecordings.com/m/edwardsville-city-il-2020-09-16-city-council
10079,"Lowell, NC",us:place:3739480,Special City Council Meeting 1/3/24,Captions disabled / video unavailable,https://www.youtube.com/watch?v=XDoV94W6oIk,@cityoflowellnc9321,@cityoflowellnc9321,https://redtaperecordings.com/m/lowell-nc-2024-01-04-special-city-council-meeting-1-3-24
10080,"Monte Vista, CO",us:place:0851635,City of Monte Vista City Council Meeting 8/20/2026,Captions disabled / video unavailable,https://www.youtube.com/watch?v=WKAI8XsIuvM,@cityofmontevista1843,@cityofmontevista1843,https://redtaperecordings.com/m/monte-vista-co-2026-08-20-city-of-monte-vista-city-council-meeting-8-20-2026
10082,"Oka, QC",ca:csd:2472032,,Blank/no transcript,https://www.youtube.com/watch?v=LmS19W3FfGA,,,https://redtaperecordings.com/m/oka-qc
10083,"Valcourt, QC",ca:csd:2442055,,Blank/no transcript,https://www.youtube.com/watch?v=jiFGkNUTqLg,,,https://redtaperecordings.com/m/valcourt-qc
10084,"Sutton, QC",ca:csd:2446058,,Blank/no transcript,https://www.youtube.com/watch?v=aQVhbuiV2Ik,,,https://redtaperecordings.com/m/sutton-qc
10090,"Mountain Lake (city), MN",us:place:2744566,"Mountain Lake, MN Trail",Captions disabled / video unavailable,https://www.youtube.com/watch?v=8z_sNsUrWWY,@jeanhaberman9825,@jeanhaberman9825,https://redtaperecordings.com/m/mountain-lake-city-mn-2021-03-14-mountain-lake-mn-trail
10093,"Walton Hills, OH",us:place:3980738,WALTON HILLS DRONE SHOW 75TH BIRTHDAY VIDEO 001,Captions disabled / video unavailable,https://www.youtube.com/watch?v=EUQWQavrsIU,@DroneOhio,@DroneOhio,https://redtaperecordings.com/m/walton-hills-oh-2026-07-28-walton-hills-drone-show-75th-birthday-video-001
10099,"Hollywood Park, TX",us:place:4834628,01/28/2026 City Council Meeting,Captions disabled / video unavailable,https://www.youtube.com/watch?v=TosFbITlv4Y,@townofhollywoodparktexas7211,@townofhollywoodpark331,https://redtaperecordings.com/m/hollywood-park-tx-2026-01-28-01-28-2026-city-council-meeting
10104,"Spruce Pine, NC",us:place:3764260,TownofSprucePineDroneSpringtime,Captions disabled / video unavailable,https://www.youtube.com/watch?v=fzWU823Zf8U,@munibit_us,@munibit_us,https://redtaperecordings.com/m/spruce-pine-nc-2026-05-06-townofsprucepinedronespringtime
10108,"Champlain (village), NY",us:place:3613739,We Remember Canadians As..,Captions disabled / video unavailable,https://www.youtube.com/watch?v=k_wf7OfLOVc,@northcountrychamber-busine8949,@northcountrychamber-busine8949,https://redtaperecordings.com/m/champlain-village-ny-2025-11-25-we-remember-canadians-as
10109,"North Utica, IL",us:place:1754222,"I Live Where You Vacation-Utica, IL",Captions disabled / video unavailable,https://www.youtube.com/watch?v=lfNPN_FIA6g,@villageofnorthuticail7771,@villageofnorthuticail7771,https://redtaperecordings.com/m/north-utica-il-2019-12-16-i-live-where-you-vacation-utica-il
10111,"Glenwillow, OH",us:place:3930632,FINAL 2025 11 24 glenwillow xmas EXTENDED,Captions disabled / video unavailable,https://www.youtube.com/watch?v=mFFW66EIvNM,@OhioDroneRepair,@OhioDroneRepair,https://redtaperecordings.com/m/glenwillow-oh-2025-11-24-final-2025-11-24-glenwillow-xmas-extended
10113,"Kinderhook (village), NY",us:place:3639562,"Town of Kinderhook || Board Meeting || August 1st, 2022",Captions disabled / video unavailable,https://www.youtube.com/watch?v=rjTMIuXnzNI,@ccmis8791,@ccmis8791,https://redtaperecordings.com/m/kinderhook-village-ny-2022-08-01-town-of-kinderhook-board-meeting-august-1st-202
10116,"Roseville, MI",us:place:2669800,"Roseville City Council Meeting August 11, 2026",Captions disabled / video unavailable,https://www.youtube.com/watch?v=e8Jr18zynxs,@CityofRosevilleMI,@CityofRosevilleMI,https://redtaperecordings.com/m/roseville-mi-2026-08-11-roseville-city-council-meeting-august-11-2026
