gov_id,name,state,population,domain,hub_url,hub_fetch_status,home_fetch_status,hop_candidates_checked,fetches_used,outcome,platform,hit_url,hit_source,needs_listing_discovery,all_platforms_found,note,error
36:20129,Morton County,KS,2485,https://mtcoks.gov,http://mtcoks.gov/AgendaCenter,redirect_off_host,blocked_then_blocked,0,2,hub_and_home_unreachable,,,,False,,excluded non-actionable hit: civicplus https://mtcoks.com/AgendaCenter (source=hub_redirect),
36:20149,Pottawatomie County,KS,26876,https://pottcountyks.gov,https://www.pottcounty.org/AgendaCenter/MostRecent/Board-of-County-Commissioners-1-1,ok,blocked_then_blocked,0,2,no_platform_link_found,,,,False,,,
36:20199,Wallace County,KS,1472,https://wallacecountyks.gov,https://wallacecountyks.gov/AgendaCenter,ok,ok,16,9,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://wallacecountyks.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://wallacecountyks.gov/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://wallacecountyks.gov/AgendaCenter/ViewFile/Agenda/_09262023-67 (source=hub_hop_link); excluded non-actionable hit: civicplus https://wallacecountyks.gov/AgendaCenter (source=home_hop_link); excluded non-actionable hit: civicplus htt,
36:22015,Bossier Parish,LA,131102,https://bossierparishla.gov,https://www.bossiercity.org/agendacenter,ok,blocked_then_blocked,8,2,platform_found,youtube,https://www.youtube.com/watch?v=Rg4AbCY8frg&feature=youtu.be,hub_hop_link,False,youtube:https://www.youtube.com/watch?v=Rg4AbCY8frg&feature=youtu.be,excluded non-actionable hit: civicplus https://www.bossiercity.org/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.bossiercity.org/AgendaCenter/ViewFile/Agenda/_09152026-809 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.bossiercity.org/AgendaCenter/ViewFile/Agenda/_06252026-789 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.bossiercity.org/AgendaCenter/ViewFile/Agenda/_06252026-808 (source=h,
36:22093,St. James Parish,LA,19110,https://stjamesparishla.gov,http://stjamesparishla.gov/AgendaCenter,ok,blocked_then_blocked,8,2,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus http://stjamesparishla.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus http://stjamesparishla.gov/AgendaCenter/ViewFile/Agenda/_09022026-661 (source=hub_hop_link); excluded non-actionable hit: civicplus http://stjamesparishla.gov/AgendaCenter/ViewFile/Agenda/_08192026-659 (source=hub_hop_link); excluded non-actionable hit: civicplus http://stjamesparishla.gov/AgendaCenter/ViewFile/Agenda/_08052026-658 (source=hub_h,
36:24045,Wicomico County,MD,106329,https://wicomicocounty.org,https://www.wicomicocounty.org/AgendaCenter,ok,blocked_then_blocked,9,3,platform_found,youtube,https://www.youtube.com/channel/UC5Knm2KcixN6XKtsFBBX2lA,hub_icon_shortcut_redirect,False,youtube:https://www.youtube.com/channel/UC5Knm2KcixN6XKtsFBBX2lA,excluded non-actionable hit: civicplus https://www.wicomicocounty.org/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.wicomicocounty.org/agendacenter (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.wicomicocounty.org/AgendaCenter/ViewFile/Agenda/_09152026-1601 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.wicomicocounty.org/AgendaCenter/ViewFile/Agenda/_09012026-1597 (source=hub_hop_link); ex,
36:26037,Clinton County,MI,80050,https://clinton-county.org,https://clinton-county.org/agendacenter,ok,ok,16,8,platform_found,youtube,https://www.youtube.com/@ClintonCounty-MI,home_hop_link,False,youtube:https://www.youtube.com/@ClintonCounty-MI,excluded non-actionable hit: civicplus https://clinton-county.org/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://clinton-county.org/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://clinton-county.org/AgendaCenter/ViewFile/Agenda/_08312026-2044 (source=hub_hop_link); excluded non-actionable hit: civicplus https://clinton-county.org/agendacenter (source=home_hop_link); excluded non-actionable hit: civicplus https,
36:27025,Chisago County,MN,59105,https://co.chisago.mn.us,http://co.chisago.mn.us/AgendaCenter,redirect_off_host,blocked_then_blocked,0,2,hub_and_home_unreachable,,,,False,,excluded non-actionable hit: civicplus https://www.chisagocountymn.gov/AgendaCenter (source=hub_redirect),
36:27051,Grant County,MN,6109,https://grantcountymn.gov,https://www.grantcountymn.gov/AgendaCenter,ok,blocked_then_blocked,8,2,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.grantcountymn.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.grantcountymn.gov/AgendaCenter/ViewFile/Agenda/_07012026-610 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.grantcountymn.gov/AgendaCenter/ViewFile/Agenda/_09092026-618 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.grantcountymn.gov/AgendaCenter/ViewFile/Agenda/_09012026-617 (,
36:27095,Mille Lacs County,MN,27577,https://co.mille-lacs.mn.us,http://co.mille-lacs.mn.us/AgendaCenter,redirect_off_host,blocked_then_blocked,0,2,hub_and_home_unreachable,,,,False,,excluded non-actionable hit: civicplus https://www.millelacs.mn.gov/AgendaCenter (source=hub_redirect),
36:29037,Cass County,MO,113873,https://casscounty.com,https://casscounty.com/AgendaCenter,ok,ok,15,8,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://casscounty.com/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://casscounty.com/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://casscounty.com/agendacenter (source=hub_hop_link); excluded non-actionable hit: civicplus https://casscounty.com/AgendaCenter (source=home_hop_link); excluded non-actionable hit: civicplus https://casscounty.com/AgendaCenter/ViewFile/Agenda/,
36:30013,Cascade County,MT,84523,https://cascadecountymt.gov,https://cascadecountymt.gov/agendacenter,ok,ok,43,10,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://cascadecountymt.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://cascadecountymt.gov/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://cascadecountymt.gov/AgendaCenter/ViewFile/Agenda/_05062026-962?html=true (source=hub_icon_shortcut); excluded non-actionable hit: civicplus https://cascadecountymt.gov/AgendaCenter (source=home_icon_shortcut_page_anchor); excluded ,
36:30039,Granite County,MT,3602,https://granitecountymt.gov,https://granitecountymt.gov/AgendaCenter,ok,ok,16,8,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.granitecountymt.gov/list.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.granitecountymt.gov/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://www.granitecountymt.gov/AgendaCenter/ViewFile/Agenda/_09222026-342 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.granitecountymt.gov/AgendaCenter (source=home_hop_link); excluded non-actionable ,
36:30047,Lake County,MT,33403,https://lakemt.gov,https://www.lakemt.gov/AgendaCenter,ok,timeout_then_timeout,9,3,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.lakemt.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.lakemt.gov/AgendaCenter/ViewFile/Agenda/_09092026-95?html=true (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.lakemt.gov/AgendaCenter/ViewFile/Agenda/_08122026-93?html=true (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.lakemt.gov/AgendaCenter/ViewFile/Agenda/_07082026-91?html=true (s,
36:33003,Carroll County,NH,52580,https://www.carrollcountynh.gov,https://www.carrollcountynh.gov/AgendaCenter,ok,ok,16,9,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.carrollcountynh.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.carrollcountynh.gov/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://www.carrollcountynh.gov/AgendaCenter/ViewFile/Agenda/_03202026-884?html=true (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.carrollcountynh.gov/AgendaCenter (source=home_hop_link); excluded non-ac,
36:34009,Cape May County,NJ,93875,https://capemaycountynj.gov,https://capemaycountynj.gov/AgendaCenter/MostRecent/Board-of-County-Commissioners-2-2,ok,ok,8,10,platform_found,youtube,https://www.youtube.com/@capemaycountyzoologicalsoc2173,home_hop_link_calendar_entry_page_anchor,False,youtube:https://www.youtube.com/@capemaycountyzoologicalsoc2173,excluded non-actionable hit: civicplus https://capemaycountynj.gov/AgendaCenter/MostRecent/Board-of-County-Commissioners-2-2 (source=home_page_anchor); excluded non-actionable hit: civicplus https://capemaycountynj.gov/AgendaCenter/MostRecent/Board-of-County-Commissioners-2-2 (source=home_hop_link); excluded non-actionable hit: civicplus https://capemaycountynj.gov/AgendaCenter/MostRecent/Board-of-Chosen-Freeholders-2-2 (source=home_hop_link_page_anchor); excluded non-actionable hit: civicplus h,
36:35059,Union County,NM,3926,https://unionnm.us,https://www.unionnm.us/AgendaCenter,ok,ok,16,9,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.unionnm.us/list.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.unionnm.us/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://www.unionnm.us/AgendaCenter/ViewFile/Agenda/_09032026-47 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.unionnm.us/AgendaCenter (source=home_hop_link); excluded non-actionable hit: civicplus https://www.unionnm.us,
36:36051,Livingston County,NY,61561,https://livingstoncounty.us,https://www.livingstoncountyny.gov/agendacenter,ok,redirect_off_host,8,2,no_platform_link_found,,,,False,,"domain home redirects off-host, not fetched: http://www.livingstoncountyny.gov/; excluded non-actionable hit: civicplus https://www.livingstoncountyny.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.livingstoncountyny.gov/AgendaCenter/ViewFile/Agenda/_08172022-872 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.livingstoncountyny.gov/AgendaCenter/ViewFile/Agenda/_01192022-837 (source=hub_hop_link); excluded non-acti",
36:36053,Madison County,NY,67072,https://madisoncounty.ny.gov,https://www.madisoncounty.ny.gov/AgendaCenter,ok,timeout_then_timeout,8,2,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.madisoncounty.ny.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.madisoncounty.ny.gov/AgendaCenter/ViewFile/Agenda/_02192021-1125 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.madisoncounty.ny.gov/AgendaCenter/ViewFile/Agenda/_01052021-1114 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.madisoncounty.ny.gov/AgendaCenter/ViewFile/Agenda/_,
36:36083,Rensselaer County,NY,160749,https://renscony.gov,http://renscony.gov/AgendaCenter,redirect_off_host,blocked_then_blocked,0,2,hub_and_home_unreachable,,,,False,,excluded non-actionable hit: civicplus https://www.rensco.com/AgendaCenter (source=hub_redirect),
36:36117,Wayne County,NY,90757,https://waynecountyny.gov,https://www.waynecountyny.gov/AgendaCenter/ViewFile/Minutes/_09022026-1555,ok,ok,9,9,platform_found,youtube,https://www.youtube.com/channel/UCE3rDpjhliT5krZVYnQn0tw,home_icon_shortcut_redirect,False,youtube:https://www.youtube.com/channel/UCE3rDpjhliT5krZVYnQn0tw,excluded non-actionable hit: civicplus https://www.waynecountyny.gov/AgendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://waynecountyny.gov/AgendaCenter/ViewFile/Minutes/_09082026-1556 (source=home_page_anchor); excluded non-actionable hit: civicplus https://waynecountyny.gov/AgendaCenter/ViewFile/Minutes/_09082026-1556 (source=home_hop_link); excluded non-actionable hit: civicplus https://www.waynecountyny.gov/AgendaCenter/ViewFile/Minutes/_09022026-1555 (source,
36:37013,Beaufort County,NC,44576,https://beaufortcountync.gov,https://beaufortcountync.gov/AgendaCenter,ok,ok,16,9,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://beaufortcountync.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://beaufortcountync.gov/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://beaufortcountync.gov/AgendaCenter/ViewFile/Agenda/_09142026-299 (source=hub_hop_link); excluded non-actionable hit: civicplus https://beaufortcountync.gov/AgendaCenter (source=home_icon_shortcut_page_anchor); excluded non-actiona,
36:37039,Cherokee County,NC,30373,https://cherokeecounty-nc.gov,https://www.cherokeecounty-nc.gov/AgendaCenter,ok,blocked_then_blocked,9,3,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.cherokeecounty-nc.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.cherokeecounty-nc.gov/agendacenter (source=hub_icon_shortcut_page_anchor); excluded non-actionable hit: civicplus https://www.cherokeecounty-nc.gov/AgendaCenter/ViewFile/Agenda/_06292026-760 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.cherokeecounty-nc.gov/AgendaCenter/ViewFile/Agenda/_05262026-76,
36:37153,Richmond County,NC,41990,https://richmondnc.com,https://richmondnc.com/AgendaCenter,ok,ok,17,10,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://richmondnc.com/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://richmondnc.com/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://richmondnc.com/AgendaCenter (source=hub_icon_shortcut_page_anchor); excluded non-actionable hit: civicplus https://richmondnc.com/AgendaCenter/ViewFile/Agenda/_08042026-432 (source=hub_hop_link); excluded non-actionable hit: civicplus https:,
36:37199,Yancey County,NC,18993,https://yanceycountync.gov,https://yanceycountync.gov/agendacenter,ok,ok,16,8,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://yanceycountync.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://yanceycountync.gov/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://yanceycountync.gov/AgendaCenter/ViewFile/Agenda/_05112026-532 (source=hub_hop_link); excluded non-actionable hit: civicplus https://yanceycountync.gov/agendacenter (source=home_hop_link); excluded non-actionable hit: civicplus https:,
36:39063,Hancock County,OH,75016,https://co.hancock.oh.us,https://co.hancock.oh.us/AgendaCenter/County-Commissioners-2,ok,ok,15,8,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://co.hancock.oh.us/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://co.hancock.oh.us/AgendaCenter/County-Commissioners-2 (source=home_page_anchor); excluded non-actionable hit: civicplus https://co.hancock.oh.us/AgendaCenter/ViewFile/Agenda/_06092026-366?html=true (source=hub_hop_link); excluded non-actionable hit: civicplus https://co.hancock.oh.us/AgendaCenter/County-Commissioners-2 (source=home_hop_link,
36:39099,Mahoning County,OH,225786,https://mahoningcountyoh.gov,https://www.mahoningcountyoh.gov/AgendaCenter,ok,timeout_then_timeout,8,2,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.mahoningcountyoh.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.mahoningcountyoh.gov/AgendaCenter/Board-of-County-Commissioners-2 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.mahoningcountyoh.gov/AgendaCenter/ViewFile/Agenda/_05022024-728 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.mahoningcountyoh.gov/AgendaCenter/ViewFile/Agenda/_,
36:39151,Stark County,OH,374091,https://starkcountyohio.gov,https://www.louisvilleohio.gov/AgendaCenter/Planning-Commission-4,ok,ok,16,10,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.louisvilleohio.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.louisvilleohio.gov/agendacenter (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.louisvilleohio.gov/AgendaCenter/ViewFile/Agenda/_08112026-316 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.louisvilleohio.gov/AgendaCenter/ViewFile/Minutes/_06092026-308 (source=hub_hop_link); exc,
36:40145,Wagoner County,OK,91257,https://ok.gov,https://wagonercounty.ok.gov/agendacenter,ok,redirect_off_host,8,2,no_platform_link_found,,,,False,,"domain home redirects off-host, not fetched: https://oklahoma.gov; excluded non-actionable hit: civicplus https://wagonercounty.ok.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://wagonercounty.ok.gov/AgendaCenter/ViewFile/Agenda/_09222026-1181 (source=hub_hop_link); excluded non-actionable hit: civicplus https://wagonercounty.ok.gov/AgendaCenter/ViewFile/Agenda/_09212026-1180 (source=hub_hop_link); excluded non-actionable hit: civicplus https://",
36:41055,Sherman County,OR,2002,https://co.sherman.or.us,"https://or-shermancounty.civicplus.com/AgendaCenter/Search/?term=&CIDs=3,&startDate=&endDate=&dateRange=&dateSelector=",ok,redirect_off_host,8,2,no_platform_link_found,,,,False,,"domain home redirects off-host, not fetched: https://www.shermancountyor.gov; excluded non-actionable hit: civicplus https://or-shermancounty.civicplus.com/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://or-shermancounty.civicplus.com/AgendaCenter (source=hub_hop_link); excluded non-actionable hit: civicplus https://or-shermancounty.civicplus.com/AgendaCenter/ViewFile/Agenda/_04012026-8?html=true (source=hub_hop_link); excluded non-actionable hit: c",
36:42051,Fayette County,PA,123941,https://co.fayette.pa.us,https://fayettecountypa.org/AgendaCenter/County-Commissioners-6,ok,blocked_then_blocked,8,2,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://fayettecountypa.org/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://fayettecountypa.org/AgendaCenter/ViewFile/Agenda/_09172026-831 (source=hub_hop_link); excluded non-actionable hit: civicplus https://fayettecountypa.org/AgendaCenter/ViewFile/Agenda/_09152026-830 (source=hub_hop_link); excluded non-actionable hit: civicplus https://fayettecountypa.org/AgendaCenter/ViewFile/Agenda/_08202026-826 (source=h,
36:42127,Wayne County,PA,51419,https://waynecountypa.gov,https://waynecountypa.gov/agendacenter,ok,ok,16,8,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://waynecountypa.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://waynecountypa.gov/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://waynecountypa.gov/AgendaCenter/ViewFile/Agenda/_08062026-947 (source=hub_hop_link); excluded non-actionable hit: civicplus https://waynecountypa.gov/agendacenter (source=home_hop_link); excluded non-actionable hit: civicplus https://wa,
36:48133,Eastland County,TX,18290,https://eastlandcounty.gov,https://www.eastlandcounty.gov/agendacenter,challenge,challenge,0,2,hub_and_home_unreachable,,,,False,,hub_url is behind a human-verification challenge; stopped there; domain home is behind a human-verification challenge; stopped there,
36:48235,Irion County,TX,1526,https://co.irion.tx.us,https://www.co.irion.tx.us/agendacenter,challenge,challenge,0,2,hub_and_home_unreachable,,,,False,,hub_url is behind a human-verification challenge; stopped there; domain home is behind a human-verification challenge; stopped there,
36:51031,Campbell County,VA,55342,https://campbellcountyva.gov,https://www.campbellcountyva.gov/AgendaCenter,ok,dead_then_dead,8,2,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.campbellcountyva.gov/AgendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.campbellcountyva.gov/AgendaCenter (source=hub_hop_link); excluded non-actionable hit: civicplus http://www.campbellcountyva.gov/AgendaCenter (source=hub_hop_link); excluded non-actionable hit: civicplus http://va-campbellcounty.civicplus.com/395/Meet-the-Board-of-Supervisors (source=hub_hop_link); excluded non-actionable hit: civicplus ,
36:51045,Craig County,VA,4829,https://craigcountyva.gov,https://va-craigcounty.civicplus.com/AgendaCenter,ok,ok,16,6,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://va-craigcounty.civicplus.com/list.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://va-craigcounty.civicplus.com/AgendaCenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://va-craigcounty.civicplus.com/AgendaCenter/ViewFile/Agenda/_01082026-39?html=true (source=hub_hop_link); excluded non-actionable hit: civicplus https://va-craigcounty.civicplus.com/AgendaCenter (source=home_hop_li,
36:53025,Grant County,WA,104717,https://grantcountywa.gov,https://www.grantcountywa.gov/AgendaCenter,ok,dead_then_dead,9,3,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://www.grantcountywa.gov/rss.aspx#agendaCenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://www.grantcountywa.gov/AgendaCenter (source=hub_icon_shortcut_page_anchor); excluded non-actionable hit: civicplus https://www.grantcountywa.gov/AgendaCenter/ViewFile/Agenda/_12132023-356 (source=hub_hop_link); excluded non-actionable hit: civicplus https://www.grantcountywa.gov/AgendaCenter/ViewFile/Agenda/_11082023-346 (source=hub_ho,
