gov_id,city_name,state_or_province,country,population_estimate,domain,platform,reject_reason,example_meeting_url,example_agenda_or_calendar_url,alternate_domains,alternate_urls
us:place:2610160,Breckenridge village,Michigan,United States,1265,breckenridgemi.com,vimeo,no-platform-link-found,,,,
us:place:2636800,Harrison city,Michigan,United States,2171,cityofharrison-mi.gov,civicweb,no-meeting-nor-video,https://cityofharrisonmi.civicweb.net/Portal/,https://cityofharrison-mi.gov/city-council/,,
us:place:2641340,Ithaca city,Michigan,United States,2807,ithacami.com,vimeo,meeting-without-video,,https://www.ithacami.com/government/council/,,
us:place:2644940,Lake Orion village,Michigan,United States,2900,lakeorionmi.iqm2.com,iqm2,no-video-found,,https://lakeorionmi.iqm2.com/Citizens/default.aspx,lakeorion.org,
us:place:2657220,New Buffalo city,Michigan,United States,1685,cityofnewbuffalomi.gov,proudcity,no-platform-link-found,,https://cityofnewbuffalomi.gov/departments/public-meetings/,cityofnewbuffalo.org,
us:place:2674980,South Haven city,Michigan,United States,4002,south-haven.granicus.com,granicus,,https://south-haven.granicus.com/player/clip/663?view_id=4,,south-haven.com;southhavenmi.gov;southhaven.com,
us:place:2688420,Woodland village,Michigan,United States,422,villageofwoodlandmi.gov,civicweb,no-meeting-nor-video,https://woodland.civicweb.net/Portal/MeetingInformation.aspx?Id=5913,https://villageofwoodlandmi.gov/documents/august-2026-council-minutes/,,
us:place:2703574,Barnesville city,Minnesota,United States,2767,barnesvillemn.com,civicweb,meeting-without-video,,https://barnesvillemn.community.diligentoneplatform.com/Portal,,
us:place:2705014,Beltrami city,Minnesota,United States,86,minnesotapuc.granicus.com,granicus,no-platform-link-found,https://minnesotapuc.granicus.com/MediaPlayer.php?clip_id=27,,co.beltrami.mn.us,
us:place:2712430,Cokato city,Minnesota,United States,2793,cokato.mn.us,viebit,meeting-without-video,,http://cokato.viebit.com/,,
us:place:2719358,Empire city,Minnesota,United States,3063,empiremn.gov,granicus,no-platform-link-found,,,,
us:place:2720078,Excelsior city,Minnesota,United States,2316,excelsiormn.gov,civicclerk,no-platform-link-found,https://excelsiormn.portal.civicclerk.com/event/3241/media,https://excelsiormn.gov/422/Agendas-Minutes,ci.excelsior.mn.us,
us:place:2734865,Lake St. Croix Beach city,Minnesota,United States,1005,govoffice.com,vimeo,no-meeting-nor-video,,https://us02web.zoom.us/j/9924417375?pwd=dmJGMXgzMmFMSzZGNWptaUNUclg4Zz09 Meeting ID: 992 441 7375 Passcode: 5vh1rw,lscb.govoffice.com;ci.lakestcroixbeach.mn.us,
us:place:2736800,Lewiston city,Minnesota,United States,1514,lewistonmn.org,granicus,,,,,
us:place:2740310,Mapleton city,Minnesota,United States,1622,mapletonmn.gov,civicweb,no-platform-link-found,https://mapleton.civicweb.net/Portal/MeetingInformation.aspx?Id=359,,,
us:place:2751064,Pine City city,Minnesota,United States,3820,pinecitymn.gov,civicweb,meeting-without-video,,https://pinecitygovoffice.civicweb.net/Portal,pinecity.govoffice.com,
us:place:2754060,Rice Lake city,Minnesota,United States,4169,ricelakecitymn.com,civicweb,meeting-without-video,,https://ricelakecitymn.civicweb.net/Portal,ricelakecitymn.gov,
us:place:2765956,Two Harbors city,Minnesota,United States,3443,twoharborsmn.gov,cablecast,,https://reflect-two-harbors.cablecast.tv/CablecastPublicSite/show/10633?site=1,https://twoharborsmn.gov/government/agendas_notices_minutes/index.php,,
us:place:2768764,Waverly city,Minnesota,United States,2293,waverlymn.gov,civicweb,no-platform-link-found,https://waverly.civicweb.net/Portal/MeetingInformation.aspx?Id=18903,,waverlymn.org,
us:county:30107,Wheatland County,Montana,United States,2100,pub-wheatland.escribemeetings.com,escribe,no-video-found,,https://pub-wheatland.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=fea9c5f7-4221-4442-8558-6c1b656247f0&lang=English,harlowtonchamber.com,
ca:csd:1302037,St. Stephen,New Brunswick,Canada,4510,town.ststephen.nb.ca,escribe,no-platform-link-found,,,,
us:place:3416660,Deal borough,New Jersey,United States,894,dealnj.gov,vimeo,no-platform-link-found,,,dealborough.com,
us:place:3434530,Island Heights borough,New Jersey,United States,1731,islandheightsborough.gov,telvue,meeting-without-video,https://videoplayer.telvue.com/player/Oq-7wKYBCUdINOcteEjoqtecwb8aAN1v/stream/1103?fullscreen=true&showtabssearch=false&show_title_description_summary=false&autostart=true,https://videoplayer.telvue.com/player/Oq-7wKYBCUdINOcteEjoqtecwb8aAN1v/stream/1103?fullscreen=true&showtabssearch=false&show_title_description_summary=false&autostart=true,,
us:place:3464320,Rocky Hill borough,New Jersey,United States,751,rockyhill-nj.gov,iqm2,,,http://rockyhillnj.iqm2.com/Citizens/Detail_Motion.aspx?Frame=&MeetingID=1161&MinutesID=1143&MediaPosition=&ID=4331&Type=80&CssClass=%20style=,,
us:place:3465400,Saddle River borough,New Jersey,United States,3430,saddleriver.gov,granicus,meeting-without-video,,https://saddleriver.gov/calendar,saddleriver.org,
us:place:3610341,Buchanan village,New York,United States,2629,buchananny.gov,vimeo,meeting-without-video,https://vimeo.com/605162153,https://buchananny.gov/community/videos-special-events.html,villageofbuchanan.com,
us:place:3622183,East Hampton village,New York,United States,1552,ehamptonny.gov,iqm2,meeting-without-video,https://easthamptontown.iqm2.com/Citizens/Default.aspx,https://ehamptonny.gov/agendacenter,easthamptonvillage.org,
us:place:3625967,Fishkill village,New York,United States,2147,fishkilltownny.iqm2.com,iqm2,no-video-found,http://fishkilltownny.iqm2.com/Citizens/SplitView.aspx?Format=Minu&MeetingID=1738&Mode=Video,https://vofishkill.gov/boards-and-committees-village-of-fishkill/,vofishkill.us;fishkill-ny.gov,
us:place:3630576,Greenport village,New York,United States,2590,greenportny.iqm2.com,iqm2,no-video-found,,http://greenportny.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=1076&MediaPosition=&ID=2316&CssClass=,villageofgreenport.org,
us:place:3680186,West Hampton Dunes village,New York,United States,120,whdunes.gov,proudcity,no-meeting-nor-video,,,,
us:place:3700640,Alamance village,North Carolina,United States,1061,pub-alamance-nc.escribemeetings.com,escribe,no-video-found,,https://pub-alamance-nc.escribemeetings.com/cdn-cgi/content?id=6j93yPTfk3tNzGyNaQ.vrKFvbtnu_nG91rfrBg_MDCg-1789120365.2498028-1.2.1.1-MMv7Frg90ACxtii350FFOBODJV.6tnRFk0IcXkzgqXDl29d3nrXQLJnvIjRrWNXg,villageofalamance.com,
us:place:3710680,Carthage town,North Carolina,United States,3070,townofcarthage.org,granicus,meeting-without-video,,https://www.townofcarthage.org/Government/Meeting-Agendas,,
us:place:3713000,Cleveland town,North Carolina,United States,902,townofclevelandnc.gov,vimeo,no-platform-link-found,,,,
us:place:3727420,Granite Falls town,North Carolina,United States,4964,granitefallsnc.gov,granicus,meeting-without-video,,https://granitefallsnc.gov/councildocuments,granitefallsnc.com,
us:place:3736220,Kure Beach town,North Carolina,United States,2145,townofkurebeach.org,civicweb,meeting-without-video,,https://townofkurebeach.civicweb.net/document/54660?record=false,,
us:place:3736514,Lake Santeetlah town,North Carolina,United States,44,townoflakesanteetlah.org,wistia,,https://edmundsgovtech.wistia.com/medias/cmc7wzifwc,,,
us:place:3736860,Landis town,North Carolina,United States,3885,townoflandisnc.gov,municode_meetings,meeting-without-video,,https://landis-nc.municodemeetings.com/,townoflandis.com,
us:place:3739480,Lowell city,North Carolina,United States,3939,lowellnc.gov,proudcity,,https://www.youtube.com/watch?v=XDoV94W6oIk,https://lowellnc.gov/departments/public-meetings/,lowellnc.com,
us:place:3766360,Swansboro town,North Carolina,United States,4174,swansboro-nc.org,municode_meetings,,https://swansboro-nc.municodemeetings.com/bc-boardcommissioners/page/board-commissioners-116,,,
us:place:3768500,Troutman town,North Carolina,United States,4336,troutmannc.granicus.com,granicus,no-platform-link-found,https://troutmannc.granicus.com/player/clip/70,https://troutmannc.gov/181/Agendas-Minutes,townoftroutman.org;troutmannc.gov,
us:place:3773660,Whiteville city,North Carolina,United States,4765,whitevillenc.gov,granicus,meeting-without-video,https://whiteville.granicus.com/MediaPlayer.php?view_id=1&clip_id=388,https://whiteville.granicus.com/ViewPublisher.php?view_id=1,,
us:county:38065,Oliver County,North Dakota,United States,1898,pub-oliver.escribemeetings.com,escribe,meeting-without-video,https://pub-oliver.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=e1e0450b-d89d-4b85-8b28-7ae632ad67d5&lang=English,https://trust.escribemeetings.com/TrustCenter,olivercountynd.org,
us:place:3957918,Octa village,Ohio,United States,58,octa.granicus.com,granicus,,https://octa.granicus.com/player/clip/2924,,,
us:place:3983902,West Milton village,Ohio,United States,4871,westmiltonohio.gov,proudcity,no-meeting-nor-video,https://www.youtube.com/watch?v=dKSIrbDom3M,,,
us:place:4033700,Hennessey town,Oklahoma,United States,2207,hennesseyok.org,civicweb,meeting-without-video,,https://hennesseyok.community.diligentoneplatform.com/Portal/Default.aspx,hennesseyok.gov,
us:place:4041700,Laverne town,Oklahoma,United States,1189,laverneca.new.swagit.com,swagit,no-meeting-nor-video,https://laverneca.new.swagit.com/videos/344576,,laverneok.org;townoflaverne.org,
ca:csd:3522008,Amaranth,Ontario,Canada,4327,www.amaranth.ca,escribe,meeting-without-video,,https://pub-amaranth.escribemeetings.com/?FillWidth=1&wmode=transparent,,http://www.amaranth.ca/en/index.aspx
ca:csd:3556014,Black River-Matheson,Ontario,Canada,2572,www.twpbrm.ca,civicweb,no-platform-link-found,,,,
ca:csd:3549066,Callander,Ontario,Canada,3964,mycallander.ca,civicweb,meeting-without-video,,https://callander.civicweb.net/document/136640/,,
ca:csd:3512026,Centre Hastings,Ontario,Canada,4801,www.centrehastings.com,civicweb,meeting-without-video,,https://centrehastings.civicweb.net/Portal/,,
ca:csd:3547096,Deep River,Ontario,Canada,4175,www.deepriver.ca,civicweb,meeting-without-video,,https://deepriver.civicweb.net/Portal/MeetingTypeList.aspx,,
ca:csd:3534030,Dutton/Dunwich,Ontario,Canada,4152,www.duttondunwich.on.ca,escribe,meeting-without-video,,https://pub-duttondunwich.escribemeetings.com/?FillWidth=1,,
ca:csd:3512058,Faraday,Ontario,Canada,1612,www.faraday.ca,civicweb,meeting-without-video,,https://faraday.civicweb.net/Portal/,,
ca:csd:3546005,Highlands East,Ontario,Canada,3830,www.highlandseast.ca,civicweb,meeting-without-video,,https://highlandseast.civicweb.net/Portal/MeetingSchedule.aspx,,
ca:csd:3557096,Hornepayne,Ontario,Canada,968,www.townshipofhornepayne.ca,civicweb,no-platform-link-found,,,,
ca:csd:3544027,Lake of Bays,Ontario,Canada,3759,www.lakeofbays.on.ca,civicweb,meeting-without-video,,https://lakeofbays.civicweb.net/filepro/documents/,,
ca:csd:3552013,Markstay-Warren,Ontario,Canada,2708,www.markstay-warren.ca,escribe,no-platform-link-found,,,,
ca:csd:3509001,Montague,Ontario,Canada,3914,www.township.montague.on.ca,civicweb,no-meeting-nor-video,,,,
ca:csd:3538018,Oil Springs,Ontario,Canada,647,www.oilsprings.ca,civicweb,no-platform-link-found,,,,
ca:csd:3507008,Prescott,Ontario,Canada,4078,www.prescott.ca,escribe,no-platform-link-found,,,,
ca:csd:3558041,Red Rock,Ontario,Canada,895,www.redrocktownship.com,civicweb,no-meeting-nor-video,,,,
ca:csd:3557008,St. Joseph,Ontario,Canada,1426,www.stjosephtownship.com,escribe,no-platform-link-found,,,,
ca:csd:3552004,St.-Charles,Ontario,Canada,1357,www.stcharlesontario.ca,escribe,no-platform-link-found,,,,
ca:csd:3512001,Tyendinaga,Ontario,Canada,4538,www.tyendinagatownship.com,civicweb,meeting-without-video,,https://tyendinagatownship.civicweb.net/portal/,,
ca:csd:3538043,Warwick,Ontario,Canada,3641,www.warwicktownship.ca,civicweb,no-platform-link-found,,,,
ca:csd:3512054,Wollaston,Ontario,Canada,721,wollaston.ca,civicweb,meeting-without-video,,https://wollaston.civicweb.net/filepro/documents/30214/,,
us:place:4137250,Jefferson city,Oregon,United States,3299,jeffco.granicus.com,granicus,no-platform-link-found,https://jeffco.granicus.com/player/clip/363?view_id=1,,jeffersonoregon.org,
us:place:4182350,Willamina city,Oregon,United States,2276,willaminaoregon.gov,proudcity,meeting-without-video,,,,
us:place:4184200,Yachats city,Oregon,United States,1013,yachatsoregon.org,civicclerk,,https://yachatsor.portal.civicclerk.com/event/1157/media,,ci.yachats.or.us,
us:place:4237304,Ivyland borough,Pennsylvania,United States,943,ivylandborough.org,vimeo,no-meeting-nor-video,,,,
us:place:4257184,Orwigsburg borough,Pennsylvania,United States,3003,orwigsburg.gov,civicweb,meeting-without-video,https://orwigsburg.community.diligentoneplatform.com/Portal/MeetingInformation.aspx?Org=Cal&Id=51,https://orwigsburg.community.diligentoneplatform.com/Portal/MeetingInformation.aspx?Org=Cal&Id=51,,
ca:csd:2406060,L'Ascension-de-Patapédia,Quebec,Canada,148,www.matapedialesplateaux.com,vimeo,no-platform-link-found,,,,
ca:csd:2406045,Matapédia,Quebec,Canada,566,www.matapedialesplateaux.com,vimeo,no-platform-link-found,,,,
ca:csd:2406050,Saint-Alexis-de-Matapédia,Quebec,Canada,519,www.matapedialesplateaux.com,vimeo,no-platform-link-found,,,,
ca:csd:2406040,Saint-André-de-Restigouche,Quebec,Canada,154,www.matapedialesplateaux.com,vimeo,no-platform-link-found,,,,
ca:csd:2406055,Saint-François-d'Assise,Quebec,Canada,679,www.matapedialesplateaux.com,vimeo,no-platform-link-found,,,,
ca:csd:2468025,Saint-Patrice-de-Sherrington,Quebec,Canada,1963,www.st-patrice-sherrington.com,vimeo,no-platform-link-found,,,,
ca:csd:2418030,Saint-Paul-de-Montminy,Quebec,Canada,849,www.stpauldemontminy.com,vimeo,no-platform-link-found,,,,
ca:csd:2418025,Sainte-Apolline-de-Patton,Quebec,Canada,505,www.sainteapollinedepatton.ca,vimeo,no-platform-link-found,,,,
ca:csd:4705074,Melville,Saskatchewan,Canada,4493,melville.ca,civicweb,no-platform-link-found,,,,
us:place:4635820,Langford town,South Dakota,United States,276,pub-langford.escribemeetings.com,escribe,meeting-without-video,https://pub-langford.escribemeetings.com/Meeting.aspx?Agenda=PostMinutes&Id=f1c3472c-0a03-48f6-8059-884d854c7284&lang=English,https://pub-langford.escribemeetings.com/VideoStream.aspx?MeetingId=ffd2e172-7d20-4816-ab56-d30f1192b153,langfordsd.com,
us:place:4667700,Volga city,South Dakota,United States,2458,volgacity.com,civicweb,no-platform-link-found,,,,
us:place:4701640,Ardmore city,Tennessee,United States,1244,cityofardmoretn.com,vimeo,no-platform-link-found,,,,
us:place:4704620,Belle Meade city,Tennessee,United States,2621,play.champds.com,champds,,https://play.champds.com/bellemeadetn/event/227,,citybellemeade.org,
us:place:4754780,Oak Hill city,Tennessee,United States,4581,play.champds.com,champds,,https://play.champds.com/oakhilltn/event/50,,,
us:place:4803708,Arcola city,Texas,United States,2499,arcolatexas.org,civicclerk,no-meeting-nor-video,,https://arcolatx.portal.civicclerk.com/,arcolatexas.gov;cityofarcolatx.org,
us:place:4813312,Castroville city,Texas,United States,3444,castrovilletx.gov,municode_meetings,meeting-without-video,https://castroville-tx.municodemeetings.com/,https://castrovilletx.gov/AgendaCenter,,
us:place:4816036,Collinsville town,Texas,United States,2076,collinsvilletexas.org,civicweb,no-platform-link-found,,,,
us:place:4825752,Ferris city,Texas,United States,4291,ferristexas.gov,civicweb,no-platform-link-found,https://ferris-texas.community.diligentoneplatform.com/Portal/#jumpToMain,https://ferris-texas.community.diligentoneplatform.com/Portal/,,
us:place:4827696,Fritch city,Texas,United States,1751,fritchcityhall.com,civicweb,no-platform-link-found,,,,
us:place:4832906,Hays city,Texas,United States,271,hays.granicus.com,granicus,no-platform-link-found,https://hays.granicus.com/player/clip/201?view_id=2,,cityofhays.org,
us:place:4834148,Hilshire Village city,Texas,United States,843,hilshirevillagetexas.com,municode_meetings,no-platform-link-found,,,,
us:place:4835254,Hudson Oaks city,Texas,United States,2800,hudsonoaks.com,granicus,meeting-without-video,,https://www.hudsonoaks.com/Government/Agendas-Minutes,,
us:county:48271,Kinney County,Texas,United States,3128,co.kinney.tx.us,civicweb,meeting-without-video,,https://cokinneytx.civicweb.net/portal/,,
us:place:4841764,La Vernia city,Texas,United States,1499,lavernia-tx.gov,municode_meetings,no-platform-link-found,,,,
us:place:4858808,Port Aransas city,Texas,United States,3773,cityofportaransas.org,civicweb,meeting-without-video,,https://cityofportaransas.civicweb.net/Portal,,
us:place:4869140,South Padre Island town,Texas,United States,2086,townspi.granicus.com,granicus,,https://townspi.granicus.com/player/clip/4657?view_id=4,,myspi.org,
us:place:4870340,Stinnett city,Texas,United States,1594,cityofstinnett.com,civicweb,no-meeting-nor-video,,,,
us:place:4877632,West Lake Hills city,Texas,United States,3229,westlakehills.gov,civicclerk,no-platform-link-found,https://westlakehillstx.portal.civicclerk.com/event/532/media,https://westlakehills.gov/99/Agendas-Minutes,westlakehills.org,
us:place:5109032,Boykins town,Virginia,United States,517,southamptoncounty.org,swagit,meeting-without-video,,https://southamptoncountyva.new.swagit.com/views/278/,townofboykinsva.com,
us:place:5109208,Branchville town,Virginia,United States,119,southamptoncounty.org,swagit,meeting-without-video,,https://southamptoncountyva.new.swagit.com/views/278/,,
us:place:5112904,Capron town,Virginia,United States,138,southamptoncounty.org,swagit,meeting-without-video,,https://southamptoncountyva.new.swagit.com/views/278/,,
us:place:5119600,Courtland town,Virginia,United States,1299,southamptoncounty.org,swagit,meeting-without-video,,https://southamptoncountyva.new.swagit.com/views/278/,townofcortlandt.com,
us:place:5140232,Ivor town,Virginia,United States,314,southamptoncounty.org,swagit,meeting-without-video,,https://southamptoncountyva.new.swagit.com/views/278/,,
us:place:5156096,Newsoms town,Virginia,United States,284,southamptoncounty.org,swagit,meeting-without-video,,https://southamptoncountyva.new.swagit.com/views/278/,,
us:place:5160488,Pamplin City town,Virginia,United States,149,appomattoxcountyva.gov,civicclerk,no-platform-link-found,,,,
us:place:5310215,Carnation city,Washington,United States,2471,carnationwa.gov,proudcity,meeting-without-video,,https://www.carnationwa.gov/city-council-meetings/,,
us:place:5312945,Cle Elum city,Washington,United States,2288,cleelum.gov,civicclerk,meeting-without-video,,https://cleelumwa.portal.civicclerk.com/,cityofcleelum.com,
us:place:5486812,White Sulphur Springs city,West Virginia,United States,2133,whitesulphurspringswv.org,proudcity,no-platform-link-found,,,,
