gov_id,city_name,state_or_province,country,population_estimate,domain,platform,reject_reason,example_meeting_url,example_agenda_or_calendar_url,alternate_domains,alternate_urls
us:place:1660940,Parma city,Idaho,United States,2203,cityofparmaidaho.org,,no-video-found,,https://www.parma.id.gov/AgendaCenter,cityofparma.org,
us:place:1700646,Aledo city,Illinois,United States,3506,aledoil.gov,,no-video-found,,https://aledoil.gov/agendacenter,,
us:place:1723945,Elwood village,Illinois,United States,2237,villageofelwood.com,,meeting-without-video,,https://villageofelwood.com/agendacenter,,
us:place:1844784,Long Beach town,Indiana,United States,1158,longbeachin.org,,meeting-without-video,,https://longbeachin.org/AgendaCenter,,
us:county:20199,Wallace County,Kansas,United States,1441,wallacecountyks.gov,,no-video-found,,https://wallacecountyks.gov/AgendaCenter,,
us:place:2118442,Crestview Hills city,Kentucky,United States,3301,crestviewhills.gov,,no-video-found,,https://www.crestviewhills.com/AgendaCenter,crestviewhills.com,
us:place:2253370,Napoleonville village,Louisiana,United States,500,assumptionla.com,,no-video-found,,https://assumptionla.com/AgendaCenter,,
us:place:2416775,Chevy Chase View town,Maryland,United States,952,chevychaseviewmd.gov,,no-video-found,,https://chevychaseviewmd.gov/agendacenter,,
us:place:2701684,Annandale city,Minnesota,United States,3801,annandale.mn.us,,no-video-found,,https://www.annandale.mn.us/agendacenter,,
us:place:2762320,Stacy city,Minnesota,United States,4367,stacymn.gov,,no-video-found,,https://stacymn.gov/agendacenter,stacymn.org,
us:place:2874760,Tunica town,Mississippi,United States,819,townoftunica.com,,no-video-found,,https://townoftunica.com/agendacenter,tunicamiss.org,
us:place:2909514,Buffalo city,Missouri,United States,3550,cityofbuffalomo.gov,,no-video-found,,https://cityofbuffalomo.gov/agendacenter,buffalomissouri.us,
us:place:2935468,Ironton city,Missouri,United States,1408,irontonmo.gov,,no-video-found,,https://irontonmo.gov/AgendaCenter,,
us:place:2950438,Mountain View city,Missouri,United States,2661,www.mountainviewmo.gov,,no-video-found,,https://www.mountainviewmo.gov/agendacenter,,
us:county:30039,Granite County,Montana,United States,3658,granitecountymt.gov,,no-video-found,,https://granitecountymt.gov/AgendaCenter,,
us:place:3149950,Valentine city,Nebraska,United States,2635,valentinene.gov,,no-video-found,,https://valentinene.gov/agendacenter,visitvalentine.org,
us:place:3151665,Waterloo village,Nebraska,United States,917,waterloone.com,,no-video-found,,https://waterloone.com/agendacenter,,
us:place:3407750,Brielle borough,New Jersey,United States,4959,briellenj.gov,,no-video-found,,https://briellenj.gov/agendacenter,,
us:place:3439420,Lawnside borough,New Jersey,United States,3340,lawnside.net,,no-video-found,,https://lawnside.net/agendacenter,,
us:place:3447700,Moonachie borough,New Jersey,United States,3153,moonachie.us,,no-video-found,,https://www.moonachie.us/agendacenter,,
us:place:3459910,Point Pleasant Beach borough,New Jersey,United States,4993,pointpleasantbeach.gov,,no-video-found,,https://pointpleasantbeach.gov/agendacenter,pointpleasantbeach.org,
us:place:3623052,East Syracuse village,New York,United States,2973,villageofeastsyracuse.gov,,no-video-found,,https://villageofeastsyracuse.gov/agendacenter,,
us:place:3625527,Fayetteville village,New York,United States,4126,fayettevilleny.gov,,no-video-found,,https://fayettevilleny.gov/agendacenter,,
us:place:3657749,Piermont village,New York,United States,2607,piermont-ny.gov,,no-video-found,,https://piermont-ny.gov/AgendaCenter,piermont-ny.org,
us:place:3683371,Wyoming village,New York,United States,376,wyomingco.net,,meeting-without-video,,http://www.wyomingcountyny.gov/agendacenter,,
us:place:3753840,Princeville town,North Carolina,United States,1286,townofprinceville.com,,no-video-found,,https://www.townofprinceville.com/AgendaCenter,,
us:place:3907286,Bloomville village,Ohio,United States,845,bloomvilleohio.gov,,no-video-found,,https://bloomvilleohio.gov/agendacenter,,
us:place:3921616,Delta village,Ohio,United States,3291,villageofdelta.org,,meeting-without-video,,https://villageofdelta.org/agendacenter,,
us:place:3935854,Holgate village,Ohio,United States,1050,holgateohio.com,,meeting-without-video,,https://www.henrycountyohio.gov/agendacenter,,
us:place:4057600,Pawhuska city,Oklahoma,United States,2923,pawhuska.gov,,no-video-found,,https://pawhuska.gov/agendacenter,,
us:place:4134250,Hines city,Oregon,United States,1610,cityofhines.gov,,dns-unresolvable,,https://cityofhines.gov/agendacenter,,
us:place:4137000,Jacksonville city,Oregon,United States,2972,jacksonvilleor.us,,no-video-found,,https://jacksonvilleor.us/AgendaCenter,cityofjacksonvilleoregon.com,
us:place:4249552,Mill Creek borough,Pennsylvania,United States,283,millcreektownship.com,,meeting-without-video,,https://millcreektownship.com/agendacenter,,
us:place:4755800,Oliver Springs town,Tennessee,United States,3433,oliversprings-tn.gov,,no-video-found,,https://oliversprings-tn.gov/agendacenter,oliverspringscity.com,
us:place:4758840,Piperton city,Tennessee,United States,2889,pipertontn.gov,,no-video-found,,https://pipertontn.gov/agendacenter,pipertontn.com,
us:place:4808536,Blanco city,Texas,United States,2108,cityofblancotx.gov,,no-video-found,,https://cityofblancotx.gov/agendacenter,cityofblanco.com,
us:place:4817852,Cross Roads town,Texas,United States,1965,crossroadstx.gov,,no-video-found,,https://crossroadstx.gov/agendacenter,,
us:place:4837168,Jacksboro city,Texas,United States,4735,www.cityofjacksboro.com,,meeting-without-video,,https://www.cityofjacksboro.com/AgendaCenter,,
us:place:4856640,Pelican Bay city,Texas,United States,2729,pelicanbaytx.gov,,no-video-found,,https://pelicanbaytx.gov/AgendaCenter,cityofpelicanbay.com,
us:place:4873328,Tom Bean city,Texas,United States,975,tombeantx.gov,,no-video-found,,https://tombeantx.gov/agendacenter,,
us:place:4908570,Brighton town,Utah,United States,429,brighton.utah.gov,,no-video-found,,https://brighton.utah.gov/agendacenter,,
us:county:51045,Craig County,Virginia,United States,4800,craigcountyva.gov,,meeting-without-video,,https://va-craigcounty.civicplus.com/AgendaCenter,,
us:place:5137336,Hillsville town,Virginia,United States,2836,townofhillsville.com,,no-video-found,,https://www.townofhillsville.com/agendacenter,hillsville.com,
us:place:5138280,Honaker town,Virginia,United States,1191,russellcountyva.us,,no-video-found,,https://russellcountyva.us/agendacenter,,
us:place:5155592,New Castle town,Virginia,United States,120,craigcountyva.gov,,meeting-without-video,,https://va-craigcounty.civicplus.com/AgendaCenter,,
us:place:5170752,Scottsburg town,Virginia,United States,123,halifaxcountyva.gov,,no-video-found,,https://halifaxcountyva.gov/agendacenter,,
us:place:5312140,Chewelah city,Washington,United States,2712,cityofchewelah.org,,no-video-found,,https://cityofchewelah.org/agendacenter,,
us:place:5371785,Toledo city,Washington,United States,776,toledowa.us,,no-video-found,,https://www.toledowa.us/agendacenter,,
us:place:5379275,Winlock city,Washington,United States,2640,cityofwinlock.com,,no-video-found,,https://www.cityofwinlock.com/agendacenter,,
us:place:5504875,Barron city,Wisconsin,United States,3634,barronwi.us,,meeting-without-video,,http://barronwi.us/agendacenter,cityofbarron.com,
us:place:5523725,Elmwood Park village,Wisconsin,United States,495,elmwoodparkwi.gov,,no-video-found,,https://elmwoodparkwi.gov/agendacenter,,
us:place:5565375,Prescott city,Wisconsin,United States,4581,prescottwi.gov,,,,https://prescottwi.gov/agendacenter,,
us:place:5571700,Saukville village,Wisconsin,United States,4554,villageofsaukvillewi.gov,,no-video-found,,https://villageofsaukvillewi.gov/agendacenter,,
us:place:0830340,Glendale city,Colorado,United States,4475,glendale.co.us,,no-video-found,,https://glendale.co.us/AgendaCenter,,
us:place:0847070,Lyons town,Colorado,United States,2119,townoflyons.com,,no-video-found,,https://townoflyons.com/AgendaCenter,,
us:place:0855980,Orchard City town,Colorado,United States,3299,orchardcityco.org,,no-video-found,,https://orchardcityco.org/AgendaCenter,,
us:place:1211225,Cedar Key city,Florida,United States,744,cityofcedarkey.org,,no-video-found,,https://www.cityofcedarkey.org/AgendaCenter,,
us:place:1233675,Indian Shores town,Florida,United States,1167,myindianshores.com,,no-video-found,,https://myindianshores.com/AgendaCenter,,
us:place:1235850,Juno Beach town,Florida,United States,3935,juno-beach.fl.us,,no-meetings-found,,https://juno-beach.fl.us/AgendaCenter,,
us:place:1238625,Lake Placid town,Florida,United States,2599,lakeplacidfl.net,,no-video-found,,https://www.lakeplacidfl.net/AgendaCenter,,
us:place:1243375,Mary Esther city,Florida,United States,4093,cityofmaryesther.com,,no-video-found,,https://cityofmaryesther.com/AgendaCenter,,
us:place:1263375,San Antonio city,Florida,United States,1603,sanantonioflorida.org,,no-video-found,,https://www.sanantonioflorida.org/AgendaCenter,,
us:place:1273025,Umatilla city,Florida,United States,4199,umatillafl.org,,no-video-found,,https://www.umatillafl.org/AgendaCenter,,
us:place:1648790,McCall city,Idaho,United States,4133,mccall.id.us,,no-video-found,,https://mccall.id.us/AgendaCenter,,
us:place:2711656,Clarkfield city,Minnesota,United States,878,clarkfield.org,,no-video-found,,https://www.clarkfield.org/agendacenter,clarkfieldminnesota.com,
us:place:2712412,Cohasset city,Minnesota,United States,2728,cohasset-mn.com,,no-video-found,,https://www.cohasset-mn.com/AgendaCenter,,
us:place:2717126,Dundas city,Minnesota,United States,1833,cityofdundas.org,,no-video-found,,https://cityofdundas.org/AgendaCenter,,
us:place:3118405,Geneva city,Nebraska,United States,2100,genevane.org,,no-video-found,,https://genevane.org/AgendaCenter,,
us:place:3285400,Yerington city,Nevada,United States,3227,yerington.net,,no-video-found,,https://yerington.net/AgendaCenter,,
us:place:3400730,Allenhurst borough,New Jersey,United States,470,allenhurstnj.org,,no-video-found,,https://www.allenhurstnj.org/AgendaCenter,,
us:place:3443380,Mantoloking borough,New Jersey,United States,341,mantoloking.org,,no-video-found,,https://mantoloking.org/AgendaCenter,,
us:place:3445210,Medford Lakes borough,New Jersey,United States,4403,medfordlakes.com,,no-video-found,,https://medfordlakes.com/AgendaCenter,,
us:place:3741640,Marshville town,North Carolina,United States,2739,marshville.org,,meeting-without-video,,https://www.marshville.org/rss.aspx#agendaCenter,www.marshville.org,
us:place:3751820,Pilot Mountain town,North Carolina,United States,1437,pilotmountainnc.org,,meeting-without-video,,https://pilotmountainnc.org/rss.aspx#agendaCenter,,
us:place:4809916,Brady city,Texas,United States,4980,bradytx.us,,meeting-without-video,,https://bradytx.us/rss.aspx#agendaCenter,,
us:place:5148344,McKenney town,Virginia,United States,469,dinwiddieva.us,,no-video-found,,https://dinwiddieva.us/AgendaCenter,,
us:place:5152120,Mineral town,Virginia,United States,532,townofmineral.com,,no-meetings-found,,https://www.townofmineral.com/AgendaCenter,,
us:place:5155848,New Market town,Virginia,United States,2222,newmarketvirginia.com,,no-video-found,,https://newmarketvirginia.com/AgendaCenter,,
us:place:5161208,Pearisburg town,Virginia,United States,2873,pearisburg.org,,no-video-found,,https://pearisburg.org/AgendaCenter,,
us:place:5187072,Wise town,Virginia,United States,2853,townofwise.net,,no-video-found,,https://www.townofwise.net/AgendaCenter,,
us:place:5357220,Rainier city,Washington,United States,2495,cityofrainierwa.org,,no-video-found,,https://cityofrainierwa.org/agendacenter,cityofrainier.com,
