gov_id,city_name,state_or_province,country,population_estimate,domain,platform,reject_reason,example_meeting_url,example_agenda_or_calendar_url,alternate_domains,alternate_urls
us:place:1258200,Ponce Inlet town,Florida,United States,3470,ponceinlet.gov,civicplus,meeting-without-video,,https://ponce-inlet.org/AgendaCenter,ponce-inlet.org,
us:place:1275375,Wauchula city,Florida,United States,4946,cityofwauchula.gov,civicplus,no-platform-link-found,,https://cityofwauchula.gov/196/Boards,cityofwauchula.com,
us:place:1304644,Avondale Estates city,Georgia,United States,3543,avondaleestatesga.gov,civicplus,,https://www.youtube.com/live/L-ZqkQ8NCT0?si=iXxFu4_KvuVEvuEp,,avondaleestates.org,
us:place:1327344,Emerson city,Georgia,United States,2260,cityofemerson.org,civicplus,meeting-without-video,,https://www.cityofemerson.org/agendacenter,emersoncityhall.com,
us:place:1328492,Fairmount city,Georgia,United States,766,fairmountga.gov,civicplus,meeting-without-video,,https://www.fairmountga.gov/agendacenter,cityoffairmountga.com,
us:place:1380228,Walnut Grove city,Georgia,United States,1735,walnutgrovegeorgia.com,civicplus,no-platform-link-found,,,cityofwalnutgrove.com,
us:county:16033,Clark County,Idaho,United States,783,clark-co.id.gov,civicplus,no-platform-link-found,,,,
us:place:1653110,Minidoka city,Idaho,United States,95,minidoka.id.us,civicplus,meeting-without-video,,https://www.minidoka.id.us/AgendaCenter,,
us:place:1712931,Chenoa city,Illinois,United States,1705,chenoail.org,civicplus,meeting-without-video,,https://www.chenoail.org/agendacenter,,
us:place:1719083,Deer Park village,Illinois,United States,3647,villageofdeerpark.com,civicplus,meeting-without-video,,https://villageofdeerpark.com/agendacenter,,
us:place:1735073,Hillsdale village,Illinois,United States,413,hillside-il.org,civicplus,meeting-without-video,,/AgendaCenter,,
us:place:1737257,Indian Head Park village,Illinois,United States,3961,indianheadpark-il.gov,civicplus,,https://youtube.com/live/-WCnL6qKDxA?feature=share,https://indianheadpark-il.gov/AgendaCenter,,
us:place:1739519,Kenilworth village,Illinois,United States,2437,vok.org,civicplus,meeting-without-video,,https://vok.org/rss.aspx#agendaCenter,villageofkenilworth.org,
us:place:1770629,South Chicago Heights village,Illinois,United States,3884,southchicagoheights.com,civicplus,meeting-without-video,,https://southchicagoheights.com/agendacenter,,
us:place:1778370,Wadsworth village,Illinois,United States,3488,villageofwadsworth.org,civicplus,meeting-without-video,,https://www.villageofwadsworth.org/index.asp?SEC=A4748F9C-75D0-47E5-9E23-BD10EFD87C0D&Type=B_BASIC,,
us:place:1813366,Clayton town,Indiana,United States,948,townofclayton.us,civicplus,meeting-without-video,,https://townofclayton.us/AgendaCenter,townofclaytonin.org,
us:place:1860192,Pittsboro town,Indiana,United States,4443,townofpittsboro.org,civicplus,meeting-without-video,,https://townofpittsboro.org/agendacenter,,
us:place:1885184,Woodburn city,Indiana,United States,1628,woodburnindiana.gov,civicplus,,https://www.youtube.com/live/l2CIQ6wt7bg?si=iZKZjnsnSIJSc3NA,,cityofwoodburn.org,
us:place:1910765,Carlisle city,Iowa,United States,4532,carlisleiowa.org,civicplus,meeting-without-video,,https://carlisleiowa.org/agendacenter,carlisleia.gov,
us:place:1930630,Gilbert city,Iowa,United States,1389,cityofgilbertiowa.org,civicplus,meeting-without-video,,https://cityofgilbertiowa.org/AgendaCenter,,
us:place:1944085,Le Claire city,Iowa,United States,4741,leclaireiowa.gov,civicplus,meeting-without-video,,https://leclaireiowa.gov/agendacenter,,
us:place:1973875,Solon city,Iowa,United States,3345,solon-iowa.com,civicplus,meeting-without-video,,https://solon-iowa.com/AgendaCenter,,
us:place:1978285,Tipton city,Iowa,United States,3060,tiptoniowa.org,civicplus,,https://youtu.be/nVoqTpN5upo?si=NFe77iIatGxpvDa6,,,
us:place:2004625,Baxter Springs city,Kansas,United States,3823,baxterspringsks.gov,civicplus,no-platform-link-found,,https://baxterspringsks.gov/,,
us:place:2012775,Cheney city,Kansas,United States,2178,cheneyks.org,civicplus,meeting-without-video,,https://cheneyks.org/thingstodo/cheneyrecreationcommission.html,,
us:place:2024575,Fredonia city,Kansas,United States,2041,fredoniaks.org,civicplus,meeting-without-video,,https://fredoniaks.org/AgendaCenter,,
us:place:2026050,Gem city,Kansas,United States,93,thomascountyks.gov,civicplus,meeting-without-video,,/agendacenter,,
us:place:2028675,Greensburg city,Kansas,United States,739,greensburgks.org,civicplus,meeting-without-video,,https://www.greensburgks.org/AgendaCenter,,
us:place:2038700,Larned city,Kansas,United States,3596,cityoflarned.org,civicplus,meeting-without-video,,https://cityoflarned.org/agendacenter,,
us:place:2044750,Marion city,Kansas,United States,1897,marionks.net,civicplus,meeting-without-video,,https://marionks.net/agendacenter,,
us:place:2045325,Meade city,Kansas,United States,1422,cityofmeade.org,civicplus,no-platform-link-found,,https://www.cityofmeade.org/AgendaCenter,,
us:place:2047350,Mission Hills city,Kansas,United States,3522,missionhillsks.gov,civicplus,meeting-without-video,,https://www.missionhillsks.gov/AgendaCenter,,
us:county:20129,Morton County,Kansas,United States,2470,mtcoks.gov,civicplus,no-platform-link-found,,http://mtcoks.gov/AgendaCenter,mtcoks.com,
us:place:2051500,Norton city,Kansas,United States,2651,cityofnorton.com,civicplus,meeting-without-video,,https://cpauthentication.civicplus.com/Identity/Account/Register?returnUrl=https://portal.civicplus.com/KS-Norton,,
us:place:2053225,Osawatomie city,Kansas,United States,4215,osawatomieks.org,civicplus,,https://youtu.be/lLhCexaZBMk?si=31P7oL-tCEGeTdZ-,,,
us:place:2055100,Peabody city,Kansas,United States,909,peabodyks.com,civicplus,no-platform-link-found,,https://peabodyks.com/agendacenter,,
us:place:2062025,Sabetha city,Kansas,United States,2474,cityofsabetha.com,civicplus,meeting-without-video,,https://www.cityofsabetha.com/rss.aspx#agendaCenter,skyways.org,
us:place:2064100,Seward city,Kansas,United States,43,sewardcountyks.org,civicplus,no-meeting-nor-video,,https://sewardcountyks.org/AgendaCenter,,
us:place:2068200,Sterling city,Kansas,United States,2303,sterling-kansas.com,civicplus,meeting-without-video,,https://sterling-kansas.com/rss.aspx#agendaCenter,sterlingkansas.com,
us:place:2416720,Chevy Chase Section Five village,Maryland,United States,657,chevychasesection5.org,civicplus,meeting-without-video,,https://chevychasesection5.org/AgendaCenter,,
us:place:2416730,Chevy Chase Section Three village,Maryland,United States,773,chevychasesection3.org,civicplus,meeting-without-video,,https://chevychasesection3.org/agendacenter,,
us:place:2420050,Cottage City town,Maryland,United States,1329,cottagecitymd.gov,civicplus,no-platform-link-found,,https://cottagecitymd.gov/175/Agendas-Minutes,,
us:place:2435200,Greensboro town,Maryland,United States,1962,greensboromd.org,civicplus,meeting-without-video,,https://portal.civicplus.com/MD-Greensboro/notifications?tab=alerts,greensboromd.com,
us:place:2470850,Seat Pleasant city,Maryland,United States,4524,seatpleasantmd.gov,civicplus,no-platform-link-found,,https://go.boarddocs.com/md/cospmd/Board.nsf/vpublic?open,,
us:place:2469825,St. Michaels town,Maryland,United States,1083,stmichaelsmd.gov,civicplus,no-platform-link-found,,,stmichaelsmd.org,
us:place:2476550,Sykesville town,Maryland,United States,4602,townofsykesville.gov,civicplus,,https://www.youtube.com/watch?v=W8b0RuNnUqI,https://townofsykesville.gov/AgendaCenter,townofsykesville.org,
us:place:2479675,University Park town,Maryland,United States,2440,upmd.org,civicplus,meeting-without-video,,https://upmd.org/agendacenter,,
us:place:2614780,Charlevoix city,Michigan,United States,2325,charlevoixmi.gov,civicplus,no-platform-link-found,,https://charlevoixmi.gov/129/Agendas-Minutes,cityofcharlevoix.org,
us:place:2625320,Elk Rapids village,Michigan,United States,1610,elkrapids.org,civicplus,no-platform-link-found,,,,
us:place:2630700,Fremont city,Michigan,United States,4599,fremontmi.gov,civicplus,no-platform-link-found,,https://fremontmi.gov/DocumentCenter/View/3091/Aug-17-2026-Agenda-and-Action-Memo,cityoffremont.net,
us:place:2650280,Mackinac Island city,Michigan,United States,617,cityofmi.org,civicplus,meeting-without-video,,https://notifications.civicplus.com/mi-mackinacisland/lists,mackinacisland.org,
us:place:2666640,Quincy village,Michigan,United States,1564,quincy-mi.org,civicplus,meeting-without-video,,https://quincy-mi.org/AgendaCenter,,
us:place:2672080,Scottville city,Michigan,United States,1348,cityofscottville.org,civicplus,meeting-without-video,,https://www.cityofscottville.org/AgendaCenter,,
us:place:2675820,Spring Lake village,Michigan,United States,2504,springlakemi.gov,civicplus,meeting-without-video,,https://www.springlaketwp.org/agendacenter,springlakevillage.org,
us:place:2681840,Vassar city,Michigan,United States,2685,cityofvassar.gov,civicplus,meeting-without-video,,https://mi-vassar.civicplus.com/321/Parks-and-Facilities,cityofvassar.org,
us:place:2709730,Cannon Falls city,Minnesota,United States,4209,cannonfallsmn.gov,civicplus,,https://mn-cannonfalls.civicplus.com/AgendaCenter,https://cannonfallsmn.gov/agendacenter,,
us:place:2715994,Dodge Center city,Minnesota,United States,2951,ci.dodgecenter.mn.us,civicplus,meeting-without-video,,https://mn-dodgecenter.civicplus.com/,dodgecenter.mn.us,
us:place:2736746,Le Sueur city,Minnesota,United States,4210,cityoflesueur.com,civicplus,meeting-without-video,,https://cityoflesueur.com/agendacenter,cityoflesueur.gov,
us:place:2748562,Ormsby city,Minnesota,United States,122,co.watonwan.mn.us,civicplus,meeting-without-video,,https://www.watonwancountymn.gov/agendacenter,,
us:place:2756680,St. Anthony city,Minnesota,United States,92,savmn.com,civicplus,meeting-without-video,,http://www.savmn.gov/240/Mayor-City-Council,www.ci.saint-anthony.mn.us,
us:place:2902674,Ava city,Missouri,United States,3231,avamissouri.org,civicplus,meeting-without-video,,https://www.avamissouri.org/agendacenter,,
us:place:2910054,Butler city,Missouri,United States,4317,cityofbutlermo.com,civicplus,meeting-without-video,,https://cityofbutlermo.com/AgendaCenter,butlermo.com,
us:place:2910240,Byrnes Mill city,Missouri,United States,3183,byrnesmill.org,civicplus,meeting-without-video,,https://byrnesmill.org/AgendaCenter,,
us:place:2919018,Dellwood city,Missouri,United States,4825,cityofdellwoodmo.com,civicplus,meeting-without-video,,https://cityofdellwoodmo.com/AgendaCenter,,
us:place:2940376,Lamar city,Missouri,United States,4337,cityoflamar.org,civicplus,meeting-without-video,,https://cityoflamar.org/AgendaCenter,lamarmo.gov,
us:place:2950204,Moscow Mills city,Missouri,United States,4388,mo-moscowmills.civicplus.com,civicplus,meeting-without-video,,https://mo-moscowmills.civicplus.com/AgendaCenter,moscowmillsmo.com,
us:place:2952796,Normandy city,Missouri,United States,4380,cityofnormandy.gov,civicplus,meeting-without-video,,https://www.cityofnormandy.gov/minutes-and-agendas,,
us:place:2971062,Strafford city,Missouri,United States,2789,straffordmo.net,civicplus,meeting-without-video,,https://portal.civicplus.com/MO-Strafford/notifications?tab=alerts,straffordmissouri.org,
us:place:3036400,Hingham town,Montana,United States,127,hingham-ma.gov,civicplus,meeting-without-video,,https://hingham-ma.gov/agendacenter,,
us:place:3102305,Ashland city,Nebraska,United States,3483,cityofashlandne.gov,civicplus,meeting-without-video,,https://www.cityofashlandne.gov/agendacenter,ashland-ne.com,
us:place:3139870,Potter village,Nebraska,United States,343,potterneb.com,civicplus,no-platform-link-found,,http://ne-potter.civicplus.com/FormCenter/Police-3/Report-a-Concern-34,potterneb.gov,
us:place:3223500,Ely city,Nevada,United States,3946,cityofelynv.gov,civicplus,meeting-without-video,,https://www.whitepinecounty.net/agendacenter,elynevada.net,
us:place:3413720,Clinton town,New Jersey,United States,2794,clintonnj.gov,civicplus,meeting-without-video,,https://clintonnj.gov/AgendaCenter,,
us:place:3432310,Ho-Ho-Kus borough,New Jersey,United States,4313,hhkborough.com,civicplus,no-video-found,,https://www.hhkborough.com/agendacenter,ho-ho-kusboro.com,
us:place:3503400,Angel Fire village,New Mexico,United States,1170,angelfirenm.gov,civicplus,,https://nm-angelfire.civicplus.com/AgendaCenter,https://angelfirenm.gov/agendacenter,,
us:county:35059,Union County,New Mexico,United States,3844,unionnm.us,civicplus,meeting-without-video,,https://www.unionnm.us/AgendaCenter,,
us:place:3604253,Ballston Spa village,New York,United States,4900,ballstonspa.gov,civicplus,,https://ny-ballstonspa.civicplus.com/AgendaCenter,https://ballstonspa.gov/agendacenter,villageofballstonspa.org,
us:place:3608323,Brightwaters village,New York,United States,3208,villageofbrightwaters.com,civicplus,meeting-without-video,,https://villageofbrightwaters.com/AgendaCenter,,
us:place:3613002,Catskill village,New York,United States,3697,townofcatskillny.gov,civicplus,meeting-without-video,,https://www.townofcatskillny.gov/list.aspx#agendaCenter,villageofcatskillny.gov;villageofcatskill.net,
us:place:3615242,Cherry Valley village,New York,United States,477,townofcherryvalleyny.gov,civicplus,meeting-without-video,,https://www.townofcherryvalleyny.gov/agendacenter,cherryvalleyny.us,
us:place:3615297,Chester village,New York,United States,3991,chester-ny.gov,civicplus,meeting-without-video,,https://cpauthentication.civicplus.com/Identity/Account/Register?returnUrl=https://portal.civicplus.com/NY-Chester,villageofchesterny.com,
us:place:3634495,Highland Falls village,New York,United States,3631,highlandfallsny.gov,civicplus,no-platform-link-found,,https://www.youtube.com/user/HIGHLANDFALLSNY,highlands-ny.gov,
us:place:3635364,Honeoye Falls village,New York,United States,2841,villageofhoneoyefalls.gov,civicplus,no-video-found,,https://villageofhoneoyefalls.gov/agendacenter,villageofhoneoyefalls.org,
us:place:3640508,Lake George village,New York,United States,975,townoflakegeorge.gov,civicplus,meeting-without-video,,https://www.townoflakegeorge.gov/AgendaCenter,villagelakegeorge.digitaltowpath.org,
us:place:3660895,Red Hook village,New York,United States,1956,redhookny.gov,civicplus,,https://www.youtube.com/watch?v=tIyoNWwrXxw,https://redhookny.gov/agendacenter,,
us:place:3664452,Sagaponack village,New York,United States,752,sagaponackvillageny.gov,civicplus,,https://www.youtube.com/watch?v=XdCWz_dpXQw,https://sagaponackvillageny.gov/AgendaCenter,,
us:place:3667191,Shoreham village,New York,United States,530,shorehamvillage.org,civicplus,meeting-without-video,,https://shorehamvillage.org/AgendaCenter,villageofshoreham.org,
us:place:3675779,Tuxedo village,New York,United States,3116,tuxedogov.org,civicplus,meeting-without-video,,https://tuxedogov.org/agendacenter,,
us:place:3676386,Upper Nyack village,New York,United States,2087,uppernyack-ny.us,civicplus,no-platform-link-found,,,,
us:place:3677684,Voorheesville village,New York,United States,2846,villageofvoorheesville.gov,civicplus,meeting-without-video,,https://villageofvoorheesville.gov/AgendaCenter/Board-of-Trustees-2,,
us:place:3684143,Youngstown village,New York,United States,1822,youngstownny.gov,civicplus,no-video-found,,https://www.youngstownny.gov/agendacenter,youngstownnewyork.us,
us:place:3706500,Blowing Rock town,North Carolina,United States,1324,blowingrock.gov,civicplus,,https://www.youtube.com/live/Fd7e9uQj5RQ?si=3ciDJouYqbxRfrDd,https://blowingrock.gov/AgendaCenter,townofblowingrocknc.gov,
us:place:3720120,Edenton town,North Carolina,United States,4546,townofedentonnc.gov,civicplus,,https://www.youtube.com/watch?v=m072yvo_HqM&t=27s,,townofedenton.com,
us:place:3742100,Maysville town,North Carolina,United States,853,townofmaysville.org,civicplus,no-platform-link-found,,https://townofmaysville.org/AgendaCenter,,
us:place:3747880,North Wilkesboro town,North Carolina,United States,4369,northwilkesboronc.gov,civicplus,,https://youtu.be/aPIsxK_gxfA,,north-wilkesboro.com,
us:place:3751040,Peletier town,North Carolina,United States,803,townofpeletiernc.com,civicplus,meeting-without-video,,https://www.townofpeletiernc.com/agendacenter,,
us:place:3764500,Stanley town,North Carolina,United States,4237,townofstanley.org,civicplus,meeting-without-video,,,,
us:county:38033,Golden Valley County,North Dakota,United States,1808,beachnd.com,civicplus,no-meeting-nor-video,,,,
us:place:3909274,Brooklyn Heights village,Ohio,United States,1471,brooklynhts.org,civicplus,no-platform-link-found,,,,
us:place:3918070,Commercial Point village,Ohio,United States,3271,commercialpointohio.gov,civicplus,,https://oh-commercialpoint.civicplus.com/AgendaCenter,,,
us:place:3922568,Doylestown village,Ohio,United States,3085,doylestown.com,civicplus,meeting-without-video,,,,
us:place:3926768,Fayette village,Ohio,United States,1278,villageoffayette.com,civicplus,no-platform-link-found,,,,
us:place:3929246,Gambier village,Ohio,United States,2233,villageofgambier.org,civicplus,meeting-without-video,,https://villageofgambier.org/agendacenter,,
us:place:3943722,Lincoln Heights village,Ohio,United States,3151,vlho.org,civicplus,meeting-without-video,,https://portal.civicplus.com/OH-VillageofLincolnHeights/notifications?tab=alerts,,
us:place:3953312,Munroe Falls city,Ohio,United States,4973,munroefalls.gov,civicplus,meeting-without-video,,https://munroefalls.com/AgendaCenter,munroefalls.com,
us:place:3958982,Ottawa village,Ohio,United States,4437,ottawaohio.us,civicplus,no-meeting-nor-video,,,,
us:place:3969470,St. Bernard village,Ohio,United States,3983,stbernard-oh.gov,civicplus,no-platform-link-found,,https://stbernard-oh.gov/CivicAlerts.aspx?AID=27,,
us:place:3975210,Sugarcreek village,Ohio,United States,2334,sugarcreekgcoh.gov,civicplus,meeting-without-video,,,villageofsugarcreek.com;visitsugarcreek.com,
us:place:4003300,Atoka city,Oklahoma,United States,2975,atokaok.org,civicplus,meeting-without-video,,https://www.atokaok.org/AgendaCenter,,
us:place:4011450,Canadian town,Oklahoma,United States,142,canadiancounty.org,civicplus,meeting-without-video,,https://canadiancounty.org/AgendaCenter,,
us:place:4015350,Cleveland city,Oklahoma,United States,3271,cityofclevelandok.com,civicplus,meeting-without-video,,https://cityofclevelandok.com/AgendaCenter,,
us:place:4020550,Dewey city,Oklahoma,United States,3450,cityofdewey.com,civicplus,meeting-without-video,,https://www.cityofdewey.com/agendacenter,,
us:place:4023450,Elgin city,Oklahoma,United States,3653,cityofelginok.com,civicplus,meeting-without-video,,https://cityofelginok.com/agendacenter,cityofelginok.gov,
us:place:4037100,Inola town,Oklahoma,United States,1888,inolaok.com,civicplus,,https://www.youtube.com/live/pmxf2hPShsQ?si=gpEsh0oAvWV420bS,,,
us:place:4051300,Newkirk city,Oklahoma,United States,2246,cityofnewkirkok.gov,civicplus,meeting-without-video,,https://cityofnewkirkok.gov/agendacenter,newkirkchamber.com,
us:place:4058150,Perkins city,Oklahoma,United States,3271,cityofperkins.net,civicplus,no-meeting-nor-video,,,,
us:place:4061400,Quapaw town,Oklahoma,United States,838,quapawtribe.com,civicplus,meeting-without-video,,https://quapawtribe.com/AgendaCenter,,
us:place:4067950,Slaughterville town,Oklahoma,United States,4332,town.slaughterville.ok.us,civicplus,meeting-without-video,,https://town.slaughterville.ok.us/agendacenter,,
us:place:4078950,Watonga city,Oklahoma,United States,2594,watongaok.gov,civicplus,meeting-without-video,,https://watongaok.gov/agendacenter,cityofwatonga.org,
us:place:4115350,Coquille city,Oregon,United States,3943,coquillecity.gov,civicplus,,https://youtu.be/aDczf17rnPs?si=oa_O44uT8hI2pqvz,,cityofcoquille.org,
us:place:4128450,Gearhart city,Oregon,United States,1861,cityofgearhart.com,civicplus,,https://youtu.be/ARGwj3EWpLE,,,
us:place:4148300,Millersburg city,Oregon,United States,3583,millersburgoregon.gov,civicplus,,https://youtube.com/live/LCBCIhK_C3o?feature=share,https://millersburgoregon.gov/agendacenter,,
us:place:4162900,Rockaway Beach city,Oregon,United States,1455,rockawaybeachoregon.gov,civicplus,,https://rockawaybeachor.portal.civicclerk.com/event/61/media,https://rockawaybeachor.portal.civicclerk.com/,,
us:county:41055,Sherman County,Oregon,United States,2051,co.sherman.or.us,civicplus,meeting-without-video,,"https://www.shermancountyor.gov/AgendaCenter/Search/?term=&CIDs=3,&startDate=&endDate=&dateRange=&dateSelector=",sherman-county.com,
us:place:4174000,Toledo city,Oregon,United States,3473,cityoftoledo.org,civicplus,meeting-without-video,https://toledoor.portal.civicclerk.com/event/168/media,https://cityoftoledo.org/AgendaCenter,,
us:place:4178000,Waldport city,Oregon,United States,2268,waldportoregon.gov,civicplus,meeting-without-video,,https://waldportoregon.gov/agendacenter,,
us:place:4207000,Blawnox borough,Pennsylvania,United States,1384,blawnox.com,civicplus,no-platform-link-found,https://www.youtube.com/watch?v=sA03iGQLVyo,https://blawnox.com/AgendaCenter,,
us:place:4208064,Bradford Woods borough,Pennsylvania,United States,1126,bradfordwoodspa.org,civicplus,meeting-without-video,,https://bradfordwoodspa.org/AgendaCenter,bradfordwoods.gov,
us:place:4221444,East McKeesport borough,Pennsylvania,United States,1969,eastmckeesportboro.com,civicplus,no-platform-link-found,,https://eastmckeesportboro.com/AgendaCenter,,
us:place:4246888,Manheim borough,Pennsylvania,United States,4977,manheimboro.org,civicplus,no-meeting-nor-video,,https://www.manheimboro.org/agendacenter,,
us:place:4249920,Millvale borough,Pennsylvania,United States,3211,millvalepa.com,civicplus,meeting-without-video,,https://millvalepa.com/agendacenter,,
us:place:4263808,Red Hill borough,Pennsylvania,United States,2508,redhillborough.org,civicplus,no-platform-link-found,,https://redhillborough.org/AgendaCenter,,
us:place:4269309,Seven Fields borough,Pennsylvania,United States,2864,sevenfields.org,civicplus,meeting-without-video,,https://sevenfields.org/rss.aspx#agendaCenter,sevenfields.gov,
us:place:4269376,Sewickley borough,Pennsylvania,United States,3729,sewickleyborough.org,civicplus,meeting-without-video,,https://sewickleyborough.org/AgendaCenter,,
ca:csd:4712046,Biggar,Saskatchewan,Canada,2133,townofbiggar.com,civicplus,no-meeting-nor-video,,,,
ca:csd:4712006,Rosetown,Saskatchewan,Canada,2507,www.rosetown.ca,civicplus,meeting-without-video,,,,
ca:csd:4710068,Wadena,Saskatchewan,Canada,1269,www.townofwadena.com,civicplus,meeting-without-video,,,,
us:place:4513150,Chapin town,South Carolina,United States,1945,chapinsc.com,civicplus,meeting-without-video,,https://chapinsc.com/agendacenter,chapinsc.gov,
us:place:4522390,Eastover town,South Carolina,United States,704,eastoversc.com,civicplus,meeting-without-video,,https://eastoversc.com/agendacenter,,
us:place:4567705,South Congaree town,South Carolina,United States,2424,townofsouthcongaree.org,civicplus,meeting-without-video,,https://www.townofsouthcongaree.org/rss.aspx#agendaCenter,southcongaree.org,
us:place:4644860,Newell city,South Dakota,United States,570,townofnewell.org,civicplus,meeting-without-video,,https://townofnewell.org/agendacenter,,
us:place:4705140,Berry Hill city,Tennessee,United States,1864,berryhilltn.gov,civicplus,no-platform-link-found,,https://berryhilltn.gov/Archive.aspx,,
us:place:4724480,Etowah city,Tennessee,United States,3786,cityofetowahtn.com,civicplus,meeting-without-video,,https://cityofetowahtn.com/2179/Agendas-Minutes,,
us:place:4800160,Abernathy city,Texas,United States,2826,cityofabernathy.org,civicplus,meeting-without-video,,https://cityofabernathy.org/documents/#agendacenter,,
us:place:4810072,Brazoria city,Texas,United States,2882,cityofbrazoria.org,civicplus,meeting-without-video,,https://cityofbrazoria.org/agendacenter,,
us:place:4814224,Chandler city,Texas,United States,4081,chandlertx.com,civicplus,meeting-without-video,,https://tx-chandler2.civicplus.com/930/Financial-Transparency,,
us:place:4814620,Chico city,Texas,United States,1116,chico.texas.gov,civicplus,meeting-without-video,,https://chico.texas.gov/agendacenter,,
us:place:4815328,Clear Lake Shores city,Texas,United States,1298,clearlakeshores-tx.gov,civicplus,no-platform-link-found,https://youtu.be/H70t9SnWIKk,https://clearlakeshores-tx.gov/AgendaCenter,,
us:place:4815796,Cockrell Hill city,Texas,United States,3638,cockrell-hill.tx.us,civicplus,no-platform-link-found,,,cityofcockrellhill.us,
us:place:4816636,Copper Canyon town,Texas,United States,2322,coppercanyon-tx.org,civicplus,meeting-without-video,,https://coppercanyon-tx.org/agendacenter,townofcoppercanyontx.org,
us:place:4819648,De Kalb city,Texas,United States,1455,cityofdekalb.com,civicplus,no-video-found,,https://cityofdekalb.com/AgendaCenter,dekalbtx.org,
us:place:4820464,Dimmitt city,Texas,United States,4069,dimmittchamber.com,civicplus,meeting-without-video,,https://cityofdimmitt.org/agendacenter,cityofdimmitt.org,
us:place:4822552,Eden city,Texas,United States,2248,edentexas.com,civicplus,no-meeting-nor-video,,,,
us:place:4823272,Elmendorf city,Texas,United States,3111,elmendorf-tx.com,civicplus,meeting-without-video,,https://www.elmendorf-tx.com/list.aspx#agendaCenter,elmendorftx.gov,
us:place:4824240,Encinal city,Texas,United States,543,cityofencinal.com,civicplus,meeting-without-video,,https://www.cityofencinal.com/AgendaCenter,,
us:place:4826136,Florence city,Texas,United States,1245,florencetex.com,civicplus,meeting-without-video,,https://florencetex.com/agendacenter,,
us:place:4829876,Glen Rose city,Texas,United States,3148,glenrosetexas.org,civicplus,no-platform-link-found,,,glenrosetexas.net,https://portal.laserfiche.com/Portal/Browse.aspx?repo=r-a9ad7a99
