gov_id,city_name,state_or_province,outcome,reason,agendacenter_url,bodies_seen,delegate_platform,delegate_url,title,date,has_segments,has_video_url,hand_decision
us:place:2748562,Ormsby city,Minnesota,meeting-without-video,"checked 5 real listing row(s), no video link",https://co.watonwan.mn.us/AgendaCenter,5,,,,,,,
us:place:2756680,St. Anthony city,Minnesota,meeting-without-video,"checked 5 real listing row(s), no video link",https://savmn.com/AgendaCenter,5,,,,,,,
us:place:2902674,Ava city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://avamissouri.org/AgendaCenter,5,,,,,,,
us:place:2910054,Butler city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofbutlermo.com/AgendaCenter,5,,,,,,,
us:place:2910240,Byrnes Mill city,Missouri,skipped,"resolve raised: 404, message='Not Found', url='https://byrnesmill.org/AgendaCenter'",https://byrnesmill.org/AgendaCenter,,,,,,,,
us:place:2919018,Dellwood city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofdellwoodmo.com/AgendaCenter,5,,,,,,,
us:place:2940376,Lamar city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityoflamar.org/AgendaCenter,5,,,,,,,
us:place:2950204,Moscow Mills city,Missouri,meeting-without-video,"checked 5 real listing row(s), no video link",https://mo-moscowmills.civicplus.com/AgendaCenter,5,,,,,,,
us:place:2952796,Normandy city,Missouri,skipped,"resolve raised: 404, message='Not Found', url='https://www.cityofnormandy.gov/AgendaCenter'",https://cityofnormandy.gov/AgendaCenter,,,,,,,,
us:place:2971062,Strafford city,Missouri,skipped,"resolve raised: 404, message='Not Found', url='https://straffordmo.net/AgendaCenter'",https://straffordmo.net/AgendaCenter,,,,,,,,
us:place:3036400,Hingham town,Montana,meeting-without-video,"checked 5 real listing row(s), no video link",https://hingham-ma.gov/AgendaCenter,5,,,,,,,
us:place:3102305,Ashland city,Nebraska,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofashlandne.gov/AgendaCenter,5,,,,,,,
us:place:3139870,Potter village,Nebraska,skipped,"resolve raised: 404, message='Not Found', url='https://potterneb.com/AgendaCenter'",https://potterneb.com/AgendaCenter,,,,,,,,
us:place:3223500,Ely city,Nevada,skipped,"resolve raised: 404, message='Not Found', url='https://www.cityofelynv.gov/AgendaCenter'",https://cityofelynv.gov/AgendaCenter,,,,,,,,
us:place:3413720,Clinton town,New Jersey,skipped,resolve raised: ,https://clintonnj.gov/AgendaCenter,,,,,,,,
us:place:3432310,Ho-Ho-Kus borough,New Jersey,meeting-without-video,"checked 5 real listing row(s), no video link",https://hhkborough.com/AgendaCenter,5,,,,,,,
us:place:3503400,Angel Fire village,New Mexico,candidate_tier1_2,,https://angelfirenm.gov/AgendaCenter,,youtube,https://youtube.com/live/BFkKG07SbEA,"September 14, 2023 Beautification Meeting",2023-09-14,yes,,accept
us:county:35059,Union County,New Mexico,meeting-without-video,"checked 5 real listing row(s), no video link",https://unionnm.us/AgendaCenter,5,,,,,,,
us:place:3604253,Ballston Spa village,New York,candidate_tier1_2,,https://ballstonspa.gov/AgendaCenter,,youtube,https://youtu.be/AtN_EmC0mYc,Village of Ballston Spa Board of Trustees Meeting 8/24/26,2026-08-25,yes,,accept
us:place:3608323,Brightwaters village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://villageofbrightwaters.com/AgendaCenter,5,,,,,,,
us:place:3613002,Catskill village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofcatskillny.gov/AgendaCenter,5,,,,,,,
us:place:3615242,Cherry Valley village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofcherryvalleyny.gov/AgendaCenter,5,,,,,,,
us:place:3615297,Chester village,New York,skipped,"resolve raised: 404, message='Not Found', url='https://chester-ny.gov/AgendaCenter'",https://chester-ny.gov/AgendaCenter,,,,,,,,
us:place:3634495,Highland Falls village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://highlandfallsny.gov/AgendaCenter,5,,,,,,,
us:place:3635364,Honeoye Falls village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://villageofhoneoyefalls.gov/AgendaCenter,5,,,,,,,
us:place:3640508,Lake George village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://townoflakegeorge.gov/AgendaCenter,5,,,,,,,
us:place:3660895,Red Hook village,New York,candidate_tier1_2,,https://redhookny.gov/AgendaCenter,2,youtube,https://youtu.be/LA7G77oUBss?si=gJ2wDCjkYPg5YJkS,9-8-2026 Red Hook Town Board,2026-09-08,yes,,kind-a
us:place:3664452,Sagaponack village,New York,candidate_tier1_2,,https://sagaponackvillageny.gov/AgendaCenter,9,youtube,https://www.youtube.com/watch?v=XdCWz_dpXQw,AHRB 8.24.2026,2026-08-25,yes,,accept
us:place:3667191,Shoreham village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://shorehamvillage.org/AgendaCenter,5,,,,,,,
us:place:3675779,Tuxedo village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://tuxedogov.org/AgendaCenter,5,,,,,,,
us:place:3676386,Upper Nyack village,New York,skipped,"resolve raised: 500, message='Internal Server Error', url='https://uppernyack-ny.us/AgendaCenter'",https://uppernyack-ny.us/AgendaCenter,,,,,,,,
us:place:3677684,Voorheesville village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://villageofvoorheesville.gov/AgendaCenter,5,,,,,,,
us:place:3684143,Youngstown village,New York,meeting-without-video,"checked 5 real listing row(s), no video link",https://youngstownny.gov/AgendaCenter,5,,,,,,,
us:place:3706500,Blowing Rock town,North Carolina,candidate_tier1_2,,https://blowingrock.gov/AgendaCenter,21,youtube,https://www.youtube.com/live/b79SZYzFtz0?si=FxSZGQXDG_U5wnQV,"Town Council Meeting - Tuesday, September 8th, 2026",2026-09-08,yes,,accept
us:place:3720120,Edenton town,North Carolina,skipped,"resolve raised: 403, message='Forbidden', url='https://www.townofedentonnc.gov/AgendaCenter'",https://townofedentonnc.gov/AgendaCenter,,,,,,,,
us:place:3742100,Maysville town,North Carolina,meeting-without-video,"checked 0 real listing row(s), no video link",https://townofmaysville.org/AgendaCenter,0,,,,,,,
us:place:3747880,North Wilkesboro town,North Carolina,skipped,resolve raised: ,https://northwilkesboronc.gov/AgendaCenter,,,,,,,,
us:place:3751040,Peletier town,North Carolina,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofpeletiernc.com/AgendaCenter,5,,,,,,,
us:place:3764500,Stanley town,North Carolina,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofstanley.org/AgendaCenter,5,,,,,,,
us:county:38033,Golden Valley County,North Dakota,meeting-without-video,"checked 0 real listing row(s), no video link",https://beachnd.com/AgendaCenter,0,,,,,,,
us:place:3909274,Brooklyn Heights village,Ohio,skipped,"resolve raised: 404, message='Not Found', url='https://brooklynhts.org/AgendaCenter'",https://brooklynhts.org/AgendaCenter,,,,,,,,
us:place:3918070,Commercial Point village,Ohio,meeting-without-video,"checked 0 real listing row(s), no video link",https://commercialpointohio.gov/AgendaCenter,0,,,,,,,
us:place:3922568,Doylestown village,Ohio,meeting-without-video,"checked 5 real listing row(s), no video link",https://doylestown.com/AgendaCenter,5,,,,,,,
us:place:3926768,Fayette village,Ohio,skipped,"resolve raised: 404, message='Not Found', url='https://villageoffayette.com/AgendaCenter'",https://villageoffayette.com/AgendaCenter,,,,,,,,
us:place:3929246,Gambier village,Ohio,meeting-without-video,"checked 5 real listing row(s), no video link",https://villageofgambier.org/AgendaCenter,5,,,,,,,
us:place:3943722,Lincoln Heights village,Ohio,skipped,"resolve raised: 404, message='Not Found', url='https://vlho.org/AgendaCenter'",https://vlho.org/AgendaCenter,,,,,,,,
us:place:3953312,Munroe Falls city,Ohio,meeting-without-video,"checked 0 real listing row(s), no video link",https://munroefalls.gov/AgendaCenter,0,,,,,,,
us:place:3958982,Ottawa village,Ohio,meeting-without-video,"checked 0 real listing row(s), no video link",https://ottawaohio.us/AgendaCenter,0,,,,,,,
us:place:3969470,St. Bernard village,Ohio,meeting-without-video,"checked 5 real listing row(s), no video link",https://stbernard-oh.gov/AgendaCenter,5,,,,,,,
us:place:3975210,Sugarcreek village,Ohio,meeting-without-video,"checked 5 real listing row(s), no video link",https://sugarcreekgcoh.gov/AgendaCenter,5,,,,,,,
us:place:4003300,Atoka city,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://atokaok.org/AgendaCenter,5,,,,,,,
us:place:4011450,Canadian town,Oklahoma,meeting-without-video,"checked 0 real listing row(s), no video link",https://canadiancounty.org/AgendaCenter,0,,,,,,,
us:place:4015350,Cleveland city,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofclevelandok.com/AgendaCenter,5,,,,,,,
us:place:4020550,Dewey city,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofdewey.com/AgendaCenter,5,,,,,,,
us:place:4023450,Elgin city,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofelginok.com/AgendaCenter,5,,,,,,,
us:place:4037100,Inola town,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://inolaok.com/AgendaCenter,5,,,,,,,
us:place:4051300,Newkirk city,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofnewkirkok.gov/AgendaCenter,5,,,,,,,
us:place:4058150,Perkins city,Oklahoma,meeting-without-video,"checked 0 real listing row(s), no video link",https://cityofperkins.net/AgendaCenter,0,,,,,,,
us:place:4061400,Quapaw town,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://quapawtribe.com/AgendaCenter,5,,,,,,,
us:place:4067950,Slaughterville town,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://town.slaughterville.ok.us/AgendaCenter,5,,,,,,,
us:place:4078950,Watonga city,Oklahoma,meeting-without-video,"checked 5 real listing row(s), no video link",https://watongaok.gov/AgendaCenter,5,,,,,,,
us:place:4115350,Coquille city,Oregon,skipped,resolve raised: Cannot connect to host coquillecity.gov:443 ssl:default [DNS server returned answer with no data],https://coquillecity.gov/AgendaCenter,,,,,,,,
us:place:4128450,Gearhart city,Oregon,candidate_tier1_2,,https://cityofgearhart.com/AgendaCenter,24,youtube,https://youtu.be/htCZ-tQOCO0,Budget Mtg2 May 13 2026,2026-05-13,yes,,accept
us:place:4148300,Millersburg city,Oregon,candidate_tier1_2,,https://millersburgoregon.gov/AgendaCenter,16,youtube,https://youtube.com/live/LCBCIhK_C3o?feature=share,"Budget Committee Meeting #2 - May 6, 2026",2026-05-06,yes,,accept
us:place:4162900,Rockaway Beach city,Oregon,meeting-without-video,"checked 0 real listing row(s), no video link",https://rockawaybeachoregon.gov/AgendaCenter,0,,,,,,,
us:county:41055,Sherman County,Oregon,meeting-without-video,"checked 5 real listing row(s), no video link",https://co.sherman.or.us/AgendaCenter,5,,,,,,,
us:place:4174000,Toledo city,Oregon,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityoftoledo.org/AgendaCenter,5,,,,,,,
us:place:4178000,Waldport city,Oregon,meeting-without-video,"checked 0 real listing row(s), no video link",https://waldportoregon.gov/AgendaCenter,0,,,,,,,
us:place:4207000,Blawnox borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://blawnox.com/AgendaCenter,5,,,,,,,
us:place:4208064,Bradford Woods borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://bradfordwoodspa.org/AgendaCenter,5,,,,,,,
us:place:4221444,East McKeesport borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://eastmckeesportboro.com/AgendaCenter,5,,,,,,,
us:place:4246888,Manheim borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://manheimboro.org/AgendaCenter,5,,,,,,,
us:place:4249920,Millvale borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://millvalepa.com/AgendaCenter,5,,,,,,,
us:place:4263808,Red Hill borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://redhillborough.org/AgendaCenter,5,,,,,,,
us:place:4269309,Seven Fields borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://sevenfields.org/AgendaCenter,5,,,,,,,
us:place:4269376,Sewickley borough,Pennsylvania,meeting-without-video,"checked 5 real listing row(s), no video link",https://sewickleyborough.org/AgendaCenter,5,,,,,,,
ca:csd:4712046,Biggar,Saskatchewan,meeting-without-video,"checked 0 real listing row(s), no video link",https://townofbiggar.com/AgendaCenter,0,,,,,,,
ca:csd:4712006,Rosetown,Saskatchewan,meeting-without-video,"checked 5 real listing row(s), no video link",https://www.rosetown.ca/AgendaCenter,5,,,,,,,
ca:csd:4710068,Wadena,Saskatchewan,meeting-without-video,"checked 5 real listing row(s), no video link",https://www.townofwadena.com/AgendaCenter,5,,,,,,,
us:place:4513150,Chapin town,South Carolina,meeting-without-video,"checked 5 real listing row(s), no video link",https://chapinsc.com/AgendaCenter,5,,,,,,,
us:place:4522390,Eastover town,South Carolina,meeting-without-video,"checked 3 real listing row(s), no video link",https://eastoversc.com/AgendaCenter,3,,,,,,,
us:place:4567705,South Congaree town,South Carolina,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofsouthcongaree.org/AgendaCenter,5,,,,,,,
us:place:4644860,Newell city,South Dakota,meeting-without-video,"checked 5 real listing row(s), no video link",https://townofnewell.org/AgendaCenter,5,,,,,,,
us:place:4705140,Berry Hill city,Tennessee,meeting-without-video,"checked 1 real listing row(s), no video link",https://berryhilltn.gov/AgendaCenter,1,,,,,,,
us:place:4724480,Etowah city,Tennessee,skipped,"resolve raised: 404, message='Not Found', url='https://cityofetowahtn.com/AgendaCenter'",https://cityofetowahtn.com/AgendaCenter,,,,,,,,
us:place:4800160,Abernathy city,Texas,skipped,"resolve raised: 404, message='Not Found', url='https://cityofabernathy.org/AgendaCenter'",https://cityofabernathy.org/AgendaCenter,,,,,,,,
us:place:4810072,Brazoria city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://cityofbrazoria.org/AgendaCenter,5,,,,,,,
us:place:4814224,Chandler city,Texas,skipped,"resolve raised: 404, message='Not Found', url='https://chandlertx.com/AgendaCenter'",https://chandlertx.com/AgendaCenter,,,,,,,,
us:place:4814620,Chico city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://chico.texas.gov/AgendaCenter,5,,,,,,,
us:place:4815328,Clear Lake Shores city,Texas,meeting-without-video,"checked 5 real listing row(s), no video link",https://clearlakeshores-tx.gov/AgendaCenter,5,,,,,,,
us:place:4815796,Cockrell Hill city,Texas,skipped,"resolve raised: Cannot connect to host cockrell-hill.tx.us:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cockrell-hill.tx.us'. (_ssl.c:1035)"")]",https://cockrell-hill.tx.us/AgendaCenter,,,,,,,,
