gov_id,unit_name,domain,meeting_url,platform,tier,outcome,jurisdiction,segments,agenda_items,video_url,detail
us:place:1376476,"Tifton city, GA",tiftonga.gov,https://youtu.be/C7xyE4XVMPw,youtube,tier3-video-only,queued,"Tifton city, GA",0,0,https://www.youtube.com/embed/C7xyE4XVMPw,tier3_auto_transcription_queue.txt
us:place:1664810,"Post Falls city, ID",postfalls.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1676870,"Star city, ID",staridaho.org,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1715833,"Columbia city, IL",columbiail.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1729639,"Glen Carbon village, IL",glencarbonil.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1735086,"Hillside village, IL",hillside-il.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1740767,"La Grange village, IL",lagrangeil.gov,https://www.youtube.com/watch?v=UY7iMN0YIiM,youtube,tier3-video-only,queued,"La Grange village, IL",0,0,https://www.youtube.com/embed/UY7iMN0YIiM,tier3_auto_transcription_queue.txt
us:place:1748892,"Midlothian village, IL",villageofmidlothian.net,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1753234,"Normal town, IL",normalil.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1763706,"Richton Park village, IL",richtonpark.org,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1764343,"River Grove village, IL",rivergroveil.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1777993,"Villa Park village, IL",villaparkil.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1779293,"Waukegan city, IL",waukeganil.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1781087,"Wheeling village, IL",wheelingil.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1782075,"Wilmette village, IL",wilmette.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1882700,"Westfield city, IN",westfieldin.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:1902305,"Ankeny city, IA",ankenyiowa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1933060,"Grimes city, IA",grimesiowa.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1942015,"Knoxville city, IA",knoxvilleia.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:1955110,"Muscatine city, IA",muscatineiowa.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2002300,"Arkansas City city, KS",arkansascityks.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2014650,"Colby city, KS",cityofcolbyks.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2021675,"Eudora city, KS",cityofeudoraks.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2042875,"Louisburg city, KS",louisburgkansas.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2049100,"Mulvane city, KS",mulvaneks.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2054450,"Park City city, KS",parkcityks.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2067625,"Spring Hill city, KS",springhillks.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2130700,"Georgetown city, KY",georgetownky.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2139142,"Independence city, KY",cityofindependence.org,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2243010,"Leesville city, LA",leesvillela.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2371990,"South Portland city, ME",southportland.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2380740,"Waterville city, ME",waterville-me.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2453875,"Mount Airy town, MD",mountairymd.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2455400,"New Carrollton city, MD",newcarrolltonmd.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2462850,"Poolesville town, MD",poolesvillemd.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2501185,"Amesbury city, MA",amesburyma.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2513660,"Chicopee city, MA",chicopeema.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2540675,"Methuen city, MA",methuen.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2546330,"Northampton city, MA",northamptonma.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2553960,"Pittsfield city, MA",pittsfieldma.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2569170,"Taunton city, MA",taunton-ma.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2606020,"Bay City city, MI",baycitymi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2617020,"Coldwater city, MI",coldwatermi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2621020,"Dearborn Heights city, MI",dearbornheightsmi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2623980,"East Grand Rapids city, MI",eastgrmi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2640960,"Iron Mountain city, MI",ironmountainmi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2643300,"Kingsford city, MI",kingsfordmi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2650560,"Madison Heights city, MI",madisonheightsmi.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2650720,"Manistee city, MI",manisteemi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2658980,"Northville city, MI",cityofnorthvillemi.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2701486,"Andover city, MN",andovermn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2701720,"Anoka city, MN",anokamn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2710846,"Champlin city, MN",champlinmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2710972,"Chaska city, MN",chaskamn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2713456,"Cottage Grove city, MN",cottagegrovemn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2715454,"Delano city, MN",delanomn.gov,https://delano.viebit.com/watch?hash=cpi9yaPTzJ8UPaHa,viebit,tier3-video-only,queued,"Delano city, MN",0,0,https://delano.viebit.com/embed/vod?v=cpi9yaPTzJ8UPaHa,tier3_auto_transcription_queue.txt
us:place:2718674,"Elk River city, MN",elkrivermn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2720420,"Falcon Heights city, MN",falconheightsmn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2724308,"Golden Valley city, MN",goldenvalleymn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2728790,"Hibbing city, MN",hibbingmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2734244,"Lake Elmo city, MN",lakeelmo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2737322,"Lino Lakes city, MN",linolakes.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2737502,"Little Canada city, MN",littlecanada.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2739428,"Mahtomedi city, MN",mahtomedimn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2740382,"Maplewood city, MN",maplewoodmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2743774,"Monticello city, MN",monticellomn.gov,https://monticello.viebit.com/watch?hash=bLaPBn2Wp5FY27Z1,viebit,tier3-video-only,queued,"Monticello city, MN",0,0,https://monticello.viebit.com/embed/vod?v=bLaPBn2Wp5FY27Z1,tier3_auto_transcription_queue.txt
us:place:2745430,"New Brighton city, MN",newbrightonmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2746042,"New Ulm city, MN",newulmmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2746798,"North Branch city, MN",northbranchmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2747104,"North Oaks city, MN",northoaksmn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2749138,"Otsego city, MN",otsegomn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2749300,"Owatonna city, MN",owatonna.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2754214,"Richfield city, MN",richfieldmn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2756950,"St. Francis city, MN",stfrancismn.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2761492,"South St. Paul city, MN",southstpaulmn.gov,https://townsquaretv.granicus.com/player/clip/19114?view_id=9&redirect=true,granicus,tier1,ingested,"South St. Paul city, MN",2478,17,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/townsquaretv/townsquaretv_351e8d28-cc1e-451e-8e78-3fdfc5570dc1.mp4/playlist.m3u8,/m/south-st-paul-mn-south-st-paul-city-council
us:place:2767432,"Waconia city, MN",waconiamn.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2826860,"Gautier city, MS",gautier-ms.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2853520,"Ocean Springs city, MS",oceansprings-ms.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2919252,"De Soto city, MO",desotomo.com,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2935648,"Jackson city, MO",cityofjacksonmo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2945668,"Manchester city, MO",manchestermo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2949196,"Monett city, MO",monettmo.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2951644,"Nevada city, MO",nevadamo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2955244,"Osage Beach city, MO",osagebeach-mo.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:2955910,"Pacific city, MO",pacificmo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2959096,"Poplar Bluff city, MO",poplarbluff-mo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2964550,"St. Joseph city, MO",stjosephmo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:2978154,"Webster Groves city, MO",webstergrovesmo.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3006550,"Billings city, MT",billingsmt.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3032800,"Great Falls city, MT",greatfallsmt.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3135000,"North Platte city, NE",northplattene.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3138295,"Papillion city, NE",papillion.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3305140,"Berlin city, NH",berlinnh.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3327380,"Franklin city, NH",franklinnh.gov,https://vimeo.com/1222880162?share=copy&fl=sv&fe=ci,vimeo,tier1,ingested,"Franklin city, NH",3267,0,https://player.vimeo.com/video/1222880162,/m/franklin-nh-2026-08-31-august-31-2026-city-council-meeting-2026-08-31-21-49-57
us:place:3340180,"Laconia city, NH",laconianh.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3407600,"Bridgeton city, NJ",cityofbridgetonnj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3419390,"East Orange city, NJ",eastorange-nj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3440440,"Lindenwold borough, NJ",lindenwoldnj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3440770,"Little Silver borough, NJ",littlesilvernj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3446680,"Millville city, NJ",millvillenj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3455950,"Paramus borough, NJ",paramusborough.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3461530,"Rahway city, NJ",rahwaynj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3477270,"Washington borough, NJ",washingtonboro-nj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3480270,"Westwood borough, NJ",westwoodnj.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3503820,"Anthony city, NM",cityofanthonynm.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3505220,"Artesia city, NM",artesianm.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3506480,"Belen city, NM",belen-nm.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3528460,"Gallup city, NM",gallupnm.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3543370,"Los Lunas village, NM",loslunasnm.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3564930,"Roswell city, NM",roswell-nm.gov,https://public.destinyhosted.com/76793/agenda/agenda.cfm?seq=390,destinyhosted,none,no-video-found,"Roswell city, NM",0,0,,picked 1 of 63 real video rows
us:place:3576200,"Taos town, NM",taosnm.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3602044,"Amityville village, NY",amityville.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3603408,"Babylon village, NY",townofbabylonny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3608103,"Briarcliff Manor village, NY",briarcliffmanor.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3608532,"Bronxville village, NY",villageofbronxville.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3616749,"Cohoes city, NY",cohoes-ny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3624295,"Elmsford village, NY",elmsford.gov,,,,no-video-found,,,,,"checked 2 candidate row(s), none had video"
us:place:3628640,"Geneva city, NY",cityofgenevany.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3629333,"Glens Falls city, NY",cityofglensfallsny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3631643,"Hamburg village, NY",townofhamburgny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3632710,"Hastings-on-Hudson village, NY",hohny.gov,,,,no-video-found,,,,,"checked 1 candidate row(s), none had video"
us:place:3633139,"Hempstead village, NY",hempsteadny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3635694,"Horseheads village, NY",townofhorseheads.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3644831,"Mamaroneck village, NY",townofmamaroneckny.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3646019,"Massena village, NY",massenany.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3647042,"Middletown city, NY",middletownny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3647636,"Mineola village, NY",mineola-ny.gov,https://www.youtube.com/watch?v=OzamGwPq88Q&list=PLikf2jIgeM28O-uYLBfzCSaVbDcvutOn_&index=1,youtube,tier3-video-only,queued,"Mineola village, NY",0,0,https://www.youtube.com/embed/OzamGwPq88Q,tier3_auto_transcription_queue.txt
us:place:3657023,"Pelham Manor village, NY",pelhammanor.gov,https://vimeo.com/1219072948,vimeo,tier3-video-only,queued,"Pelham Manor village, NY",0,0,https://player.vimeo.com/video/1219072948,tier3_auto_transcription_queue.txt
us:place:3659641,"Poughkeepsie city, NY",cityofpoughkeepsie.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3665255,"Saratoga Springs city, NY",saratogaspringsny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3667638,"Sleepy Hollow village, NY",sleepyhollowny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3675583,"Tuckahoe village, NY",tuckahoe.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3684000,"Yonkers city, NY",yonkersny.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3701520,"Apex town, NC",apexnc.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3701720,"Archdale city, NC",archdale-nc.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3709060,"Burlington city, NC",burlingtonnc.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3714340,"Conover city, NC",conovernc.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3739700,"Lumberton city, NC",lumbertonnc.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3757500,"Rocky Mount city, NC",rockymountnc.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3759540,"Sawmills town, NC",townofsawmillsnc.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3761860,"Siler City town, NC",silercity.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3840580,"Jamestown city, ND",jamestownnd.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3907972,"Bowling Green city, OH",bgohio.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3909246,"Brooklyn city, OH",brooklynohio.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
us:place:3913190,"Centerville city, OH",centervilleohio.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3913554,"Chardon city, OH",cityofchardon.gov,,,,no-video-found,,,,,"checked 5 candidate row(s), none had video"
us:place:3916014,"Cleveland Heights city, OH",clevelandheights.gov,,,,no-video-found,,,,,"checked 0 candidate row(s), none had video"
