url,page_id,slug,platform,hours,shown_version_id,defect_signal,priority_rank,section,route
https://weho.granicus.com/player/clip/4140?view_id=22,436,city-of-west-hollywood-ca-2024-10-21-regular-city-council-meeting,granicus,3.01,784,dead_air;loop,20,MAIN,local
https://pub-sturgeoncounty.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=21d7c952-9a01-4ac6-b0da-f10d6e8927d6&Item=21&Tab=attachments&lang=English,886,sturgeoncounty-2023-02-28-bylaw-1605-22-amendment-to-land-use-bylaw-1385-17-redi,escribe,3.10,3673,dead_air;loop,21,MAIN,local
https://pub-cvrd.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=bf1e4c40-043e-4f56-a71b-a55898b747cb&Item=8858&Tab=attachments&lang=English,827,cvrd-2026-07-08-2026-cowichan-valley-regional-district-climate-projections-commi,escribe,3.24,3656,dead_air,22,MAIN,local
https://pub-lakecountry.escribemeetings.com/Meeting.aspx?Agenda=PostMinutes&Id=1e5421b2-353a-41e4-9690-ae0cc9c15065&Item=33&Tab=attachments&lang=English,798,lakecountry-2024-12-17-fees-amendment-business-licence-bylaw-1244-2024-regular-c,escribe,3.31,982,dead_air;loop,23,MAIN,local
https://pub-airdrie.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=b9dfc210-f052-419f-beb7-4397bac4b6e9&lang=English,771,airdrie-2026-05-19-council-meeting-new,escribe,3.32,965,dead_air;loop,24,MAIN,local
https://pub-sprucegrove.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=040eb0ed-a34a-4a23-82a5-ca49618238e7&lang=English,885,spruce-grove-webpage-2024-12-09-regular-council-meeting,escribe,3.51,1278,dead_air;loop,25,MAIN,local
https://pub-creston.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=7842f25a-1553-4e34-b5cd-b009d49fa8f2&lang=English,825,creston-2025-10-14-council-meeting,escribe,3.58,3655,dead_air;loop,26,MAIN,local
https://napacity.granicus.com/player/clip/3465?redirect=true&view_id=12,70,city-of-napa-2026-07-21-city-council-of-the-city-of-napa-on-2026-07-21-3-30-pm-3,granicus,3.78,3623,dead_air,27,MAIN,local
https://gilroyca.portal.civicclerk.com/event/30/media,240,gilroy-ca-2025-11-03-city-council-meeting,civicclerk,3.83,265,dead_air;loop,28,MAIN,local
https://pub-penticton.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=68c850e6-fed9-4d0a-86c2-3aa35f3041ad&Item=32&Tab=attachments&lang=English,865,penticton-2026-04-07-review-of-library-service-delivery-models-regular-council-m,escribe,3.95,1232,dead_air,29,MAIN,local
https://pub-morinville.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=1d813ba8-589c-4edd-99eb-97ef9f9e63d1&Item=33&Tab=attachments&lang=English,857,morinville-2024-12-10-resident-concern-meadows-of-morinville-regular-meeting-of,escribe,4.35,3666,dead_air;loop,30,MAIN,local
https://pub-oxfordcounty.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=c0e66299-bcbc-403c-ab63-d2eff2d4b4b7&lang=English,808,woodstock-2026-07-08-council-meeting-oxford-county,escribe,4.36,3650,dead_air;loop,31,MAIN,local
https://pub-llbc.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=aa2665c4-ad08-43ad-8247-8b9babbff814&Item=29&Tab=attachments&lang=English,799,llbc-2025-07-22-cold-mix-township-road-660a-and-range-road-134-regular-council-m,escribe,4.59,990,dead_air;loop,32,MAIN,local
https://pub-wasagabeach.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=0a8fdf3f-1d7d-4aef-9ba5-07cff969a8a2&lang=English,897,toronto-2024-08-22-council,escribe,4.64,1310,dead_air,33,MAIN,local
https://pub-tetoncounty.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=ea11a480-1597-4547-81d6-46be8d9910c5&Item=61%09%3Dattachments&lang=English,888,tetoncounty-id-2025-12-08-regular-board-of-county-commissioners-meeting,escribe,4.72,1282,dead_air;loop,34,MAIN,local
https://pub-scrd.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=45b3d6fd-5a5d-4069-af14-e0b2495e0d4e&Item=16&Tab=attachments&lang=English,880,scrd-2026-02-26-sunshine-coast-regional-district-extreme-heat-plan-committee-of,escribe,4.77,1274,dead_air;loop,35,MAIN,local
https://berkeley.granicus.com/player/clip/4709?redirect=true&view_id=5,196,city-of-berkeley-ca-regular-city-council-meeting-6-00-pm,granicus,4.98,239,dead_air;loop,36,MAIN,local
https://annapolismd.granicus.com/player/clip/1410,754,city-of-annapolis-2023-07-01-city-council-special-meeting,granicus,5.00,3640,dead_air;loop,37,MAIN,local
https://docs.steamboatsprings.net/OnBaseAgendaOnline/Meetings/ViewMeeting?doctype=1&id=2463,1087,steamboat-springs-co-2026-06-02-city-council-regular-meeting,hyland,5.51,3644,dead_air;loop,38,MAIN,local
https://sccgov.iqm2.com/Citizens/SplitView.aspx?MeetingID=17601&Mode=Video,228,the-county-of-santa-clara-ca-2026-08-11-board-of-supervisors-regular-meeting,iqm2,5.54,3630,dead_air;loop,39,MAIN,local
https://pub-brentwood.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=e03af11e-b750-49e6-b11f-3cbe9140e755&lang=English,816,brentwood-ca-2026-01-27-city-council,escribe,6.09,3651,dead_air,40,MAIN,local
https://pub-hermosabeach.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=035265e6-cbc2-4980-a86b-f670890b1351&lang=English,842,hermosa-beach-ca-2026-02-03-city-council,escribe,6.14,1154,dead_air;loop,41,MAIN,local
https://onbase.comptoncity.org/OnBaseAgendaOnline/Meetings/ViewMeeting?doctype=1&id=2809,1091,compton-ca-2026-07-28-city-council-regular,hyland,6.36,3645,adjacent_dup;dead_air;loop,42,MAIN,local
https://anaheim.granicus.com/player/clip/3511,753,city-of-anaheim-ca-city-council,granicus,6.51,3639,dead_air;loop,43,MAIN,local
https://brevardcountyfl.iqm2.com/Citizens/SplitView.aspx?Format=Agenda&MeetingID=1305&Mode=Video,950,brevard-county-fl-2014-10-21-brevard-county-commissioners-regular-meeting,iqm2,6.61,1401,dead_air,44,MAIN,local
https://pub-kenora.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=25e770c0-a47f-47b8-9c38-afac033cb33d&Item=18&Tab=attachments&lang=English,846,kenora-committee-of-the-whole-agenda-thursday-2025-11-20-tim-welch-consulting-ho,escribe,7.53,3662,dead_air;loop,45,MAIN,local
https://cupertino.granicus.com/player/clip/1774?redirect=true&view_id=18,236,city-of-cupertino-ca-2014-11-10-city-council-november-10-2014,granicus,9.75,263,dead_air;loop,46,MAIN,local
https://worcestercountymd.new.swagit.com/videos/355852,1350,worcester-county-md-2025-09-17-sep-17-2025-board-of-license-commissioners,swagit,0.28,1252,loop,47,MAIN,local
https://northkingstownschoolri.iqm2.com/Citizens/SplitView.aspx?Format=Agenda&MeetingID=1434&Mode=Video,1258,meeting-89d6b1,iqm2,0.46,1183,adjacent_dup;loop;rollup,48,MAIN,local
https://hainescity.iqm2.com/Citizens/SplitView.aspx?Format=Agenda&MeetingID=1916&Mode=Video,1248,meeting-16157c,iqm2,0.63,1166,loop,49,MAIN,local
https://addison.granicus.com/player/clip/7081?view_id=2,744,village-of-addison-il-2023-03-20-village-board-of-trustees,granicus,0.64,802,loop,50,MAIN,local
https://actransit.granicus.com/player/clip/1000,742,ac-transit-2024-12-11-board-of-directors,granicus,1.15,3637,loop,51,MAIN,local
https://cumberland.iqm2.com/Citizens/SplitView.aspx?Format=Agenda&MeetingID=1477&Mode=Video,1241,cumberland-county-nj-2020-01-28-board-of-county-commissioners-regular-board-meet,iqm2,1.31,1159,loop,52,MAIN,local
https://napacity.granicus.com/player/clip/3432?redirect=true&view_id=12,77,city-of-napa-2026-05-05-city-council-of-the-city-of-napa-on-2026-05-05-3-30-pm-3,granicus,1.32,120,loop,53,MAIN,local
https://pub-surreyschools.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=7fd269bb-90ce-432a-936e-a182612b995c&lang=English,887,surreyschools-2026-03-11-regular-board-meeting,escribe,1.47,3674,loop,54,MAIN,local
https://pub-espanola.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=cb766e9e-cc8c-496c-a677-802e7d3a98a1&Item=40&Tab=attachments&lang=English,832,espanola-2024-11-26-2-under-section-53-of-the-planning-act-r-s-o-1990-c-p-13-a-p,escribe,1.47,1136,loop,55,MAIN,local
https://chapelhill.granicus.com/player/clip/8134,768,town-of-chapel-hill-2026-06-10-town-council-on-2026-06-10-6-00-pm,granicus,1.49,796,loop,56,MAIN,local
https://aurora-il.granicus.com/player/clip/1510?view_id=1,761,aurora-il-2023-01-25-building-zoning-and-economic-development-committee-on-2023,granicus,1.49,960,loop,57,MAIN,local
https://baycitytx.iqm2.com/Citizens/SplitView.aspx?Format=Minutes&MeetingID=1864&Mode=Video,946,bay-city-tx-2020-02-11-city-council-regular-meeting,iqm2,1.51,1323,loop,58,MAIN,local
https://anoka-k12.granicus.com/player/clip/800?view_id=2,755,anoka-hennepin-school-district-mn-2023-06-26-school-board-meeting,granicus,1.56,954,loop,59,MAIN,local
https://clark.granicus.com/player/clip/8133?redirect=true&view_id=28,208,county-of-clark-2026-08-04-clark-county-board-of-commissioners-on-2026-08-04-9-0,granicus,1.70,241,loop,60,MAIN,local
https://ringgoldcityga.iqm2.com/Citizens/SplitView.aspx?Format=Agenda&MeetingID=1041&Mode=Video,1402,ringgold-city-ga-2016-09-12-city-council-regular-scheduled-meeting,iqm2,1.73,1326,loop,61,MAIN,local
https://allentownpa.granicus.com/player/clip/1798,750,city-of-al-2025-04-16-city-council-on-2025-04-16-6-30-pm,granicus,1.85,808,loop,62,MAIN,local
https://milwaukee.granicus.com/player/clip/5265?redirect=true&view_id=2,160,the-city-of-milwaukee-wi-2026-07-31-common-council-on-2026-07-31-9-00-am,granicus,1.91,170,loop,63,MAIN,local
https://monterey.granicus.com/player/clip/6258?redirect=true&view_id=5,1083,county-of-monterey-ca-2026-08-13-board-of-supervisors-discontinued-july-2020-cou,granicus,2.16,3643,loop,64,MAIN,local
https://pub-rideaulakes.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=0b2f5cb0-1d08-4259-83c9-c3c2291c90fb&lang=English,873,rideaulakes-2025-08-05-regular-council-meeting,escribe,2.48,3670,adjacent_dup;loop,65,MAIN,local
https://mccobagenda.databankcloud.com/AgendaOnline/Meetings/ViewMeeting?doctype=3&id=4665,229,maricopa-county-az-2026-04-08-formal,hyland,2.74,256,loop,66,MAIN,local
https://chino.granicus.com/player/clip/4828,266,city-of-chino-ca-2025-06-17-city-council-on-2025-06-17-6-00-pm-regular-meeting,granicus,2.91,680,loop,67,MAIN,local
https://cedarparktx.granicus.com/player/clip/1292?view_id=8,265,city-of-cedar-park-tx-2017-05-25-city-council,granicus,2.98,679,loop,68,MAIN,local
https://sandiego.granicus.com/player/clip/9460?redirect=true&view_id=3,99,city-of-san-diego-2026-06-16-june-16-2026-city-council-meeting-am-session,granicus,2.98,121,loop,69,MAIN,local
https://allegheny.granicus.com/player/clip/1049,749,subtitles-county-2026-07-14-county-council-on-2026-07-14-5-00-pm,granicus,3.09,807,loop,70,MAIN,local
https://pub-tuckerga.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=16c9a98c-d02d-415d-a732-8ab1f3813db6&lang=English,891,tuckerga-ga-2026-05-26-council-work-session,escribe,3.25,1284,loop,71,MAIN,local
https://fairfax.granicus.com/player/clip/4588?view_id=13,300,city-of-fairfax-va-2026-06-23-city-council-meeting,granicus,3.26,681,loop,72,MAIN,local
https://pub-goderich.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=5d36cd2f-4c90-4c5c-8260-6456ce73dbad&lang=Englis,836,goderich-2020-01-13-council-meeting,escribe,3.41,1138,loop,73,MAIN,local
https://pub-cityofwatsonville.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=5ac3ee7a-aede-49bc-9665-b676f58efc8b&lang=English,781,watsonville-city-council-chambers-ca-2026-02-24-city-council-meeting,escribe,3.48,975,loop,74,MAIN,local
https://berkeley.granicus.com/player/clip/5568?publish_id=bbac8b36-f6f9-11f0-bb28-005056a89546&redirect=true,195,city-of-berkeley-ca-regular-city-council-meeting-6-00-p-m,granicus,3.49,3627,loop,75,MAIN,local
https://houstontx.new.swagit.com/videos/394648,17,houston-tx-2026-07-28-jul-28-2026-council-meeting-july-28-2026-july-29-2026,swagit,3.51,3620,loop,76,MAIN,local
https://weho.granicus.com/MediaPlayer.php?clip_id=4175&view_id=22,189,city-of-west-hollywood-ca-2025-02-03-regular-city-council-meeting-feb-3rd-2025,granicus,3.56,237,loop,77,MAIN,local
https://pub-slocity.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=66acf87a-4bd9-4fbe-b80c-4bd95816ee36&lang=English,883,san-luis-obispo-ca-2026-06-02-city-council,escribe,3.90,3672,loop,78,MAIN,local
https://pub-garfield.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=ad3e4b73-e1ea-4d48-adf2-6439e7b0cdc7&Item=66&Tab=attachments&lang=English,835,garfield-co-2026-05-04-periodic-oil-and-gas-liaison-update-energy-symposium-and,escribe,4.03,1137,loop,79,MAIN,local
https://alamedacounty.granicus.com/player/clip/10426?redirect=true&view_id=2,217,alameda-county-ca-2025-03-06-regular-meeting,granicus,5.23,3628,loop,80,MAIN,local
https://cabq.granicus.com/player/clip/506,260,city-of-albuquerque-nm-2025-03-03-city-council-on-2025-03-03-5-00-pm-twenty-sixt,granicus,5.54,678,loop,81,MAIN,local
https://amherstoh.new.swagit.com/videos/292625,1358,amherst-oh-2024-01-03-jan-03-2024-special-meeting,swagit,0.32,1260,adjacent_dup;rollup,82,MAIN,local
https://metrarr.granicus.com/player/clip/939?view_id=5,354,metra-railroad-2023-11-10-crd-board-meeting,granicus,2.22,3634,dead_air;loop,83,MAIN,local
https://oaklandparkfl.granicus.com/player/clip/3947?view_id=5,374,city-of-oakland-park-fl-2025-04-02-city-commission-meeting,granicus,3.39,3635,dead_air;loop,84,MAIN,local
https://pub-chulavista.escribemeetings.com/Meeting.aspx?Agenda=PostAgenda&Id=662715ac-708c-4c6b-b604-1a87172b0989&lang=English,779,chula-vista-public-comments-2026-05-19-city-council-meeting,escribe,3.81,3646,dead_air;loop,85,MAIN,local
https://napa.granicus.com/player/clip/5812?redirect=true&view_id=3,14,county-of-napa-2026-06-02-board-of-supervisors-on-2026-06-02-9-00-am-final-suppl,granicus,4.45,3789,dead_air,86,MAIN,local
https://lausd.granicus.com/player/clip/4576,334,la-usd-2024-12-10-02-11-25-regular-board-meeting-1-00-pm-spanish,granicus,5.19,3633,dead_air;loop,87,MAIN,local
https://pub-lethbridge.escribemeetings.com/Meeting.aspx?Agenda=PostMinutes&Id=266df4bd-7226-4e7b-a500-50d5363f0154&lang=English,852,lethbridge-currently-utilizes-standing-policy-committees-2025-12-16-city-council,escribe,5.35,3665,dead_air;loop,88,MAIN,local
https://pub-richmond.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=7089743b-46fb-4cdb-b56d-66adcbe55d7d&lang=English&ref=grandviewindependent.com,872,richmond-ca-2026-01-27-city-council,escribe,5.78,3669,dead_air;loop,89,MAIN,local
https://pub-vacaville.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=ce448ac0-747f-489c-937a-d90049e60224&lang=English,894,vacaville-ca-2026-06-09-regular-meeting-of-the-city-council,escribe,5.84,3678,dead_air;loop,90,MAIN,local
https://burbank.granicus.com/player/clip/10931,258,city-of-burbank-2025-08-26-city-council-meeting-joint-with-the-parking-authority,granicus,6.00,3632,dead_air;loop,91,MAIN,local
https://pub-halifax.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=12be73ef-3727-4a0c-86a8-05f82372e57a&Item=40&Tab=attachments&lang=English,840,halifax-2026-06-16-case-23563-appeal-of-site-plan-approval-highway-7-porters-lak,escribe,7.63,3661,dead_air;loop,92,MAIN,local
https://pub-calgary.escribemeetings.com/Meeting.aspx?Agenda=PostMinutes&Id=0e8adb9c-ec86-4257-a6ef-dee8a2dd61c5&Item=75&Tab=attachments&lang=English,819,calgary-2023-04-25-strategic-discussion-on-building-and-delivering-on-plans-and,escribe,7.95,3654,dead_air;loop,93,MAIN,local
https://traviscotx.portal.civicclerk.com/event/2579/media,724,2025-02-25-commissioners-court-voting-session,civicclerk,8.71,3636,dead_air;loop;conductor-found,94,MAIN,local
